species,replicate,individual,site,age,age_exact,date_tagged,mature,use_for_allocation_calculations,use_for_allometric_equations,use_for_fit,alive,reason
HEPU,807,HEPU_807,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,901,HEPU_901,Basin1981,32,32,31-May-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,902,HEPU_902,Basin1981,32,32,31-May-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,903,HEPU_903,Basin1981,32,32,7-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,904,HEPU_904,Basin1981,32,32,7-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,905,HEPU_905,Basin1981,32,32,7-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,906,HEPU_906,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,907,HEPU_907,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,B-01,HEPU_B-01,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,B-02,HEPU_B-02,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,B-03,HEPU_B-03,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,B-04,HEPU_B-04,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,B-05,HEPU_B-05,baby,0.1,0.1,18-Feb-15,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,204,HEPU_C204,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
HEPU,205,HEPU_C205,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
LEES,1,LEES_001,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,2,LEES_002,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,3,LEES_003,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,4,LEES_004,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,5,LEES_005,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,6,LEES_006,Basin2005,7,7,23-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,7,LEES_007,Basin2005,7,7,23-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,102,LEES_102,Waratah2011,1.4,1.4,3-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,110,LEES_110,Waratah2011,1.4,1.4,15-Jun-12,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,114,LEES_114,Waratah2011,1.4,1.4,9-Aug-12,FALSE,TRUE,TRUE,TRUE,TRUE,
xx,151,LEES_151,Waratah2011,1.4,1.4,21-Jan-14,NA,FALSE,FALSE,FALSE,NA,wrong species
LEES,152,LEES_152,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,153,LEES_153,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
xx,154,LEES_154,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
LEES,155,LEES_155,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,156,LEES_156,Waratah2011,2.4,2.4,18-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,157,LEES_157,Waratah2011,2.4,2.4,18-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,201,LEES_201,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
LEES,202,LEES_202,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
LEES,204,LEES_204,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
LEES,205,LEES_205,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
LEES,206,LEES_206,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
LEES,401,LEES_401,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
LEES,402,LEES_402,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
LEES,403,LEES_403,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
LEES,404,LEES_404,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
LEES,405,LEES_405,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
LEES,406,LEES_406,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
LEES,407,LEES_407,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
LEES,801,LEES_801,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,802,LEES_802,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,803,LEES_803,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,804,LEES_804,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,805,LEES_805,Waratah2003,9,9,18-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,806,LEES_806,Waratah2003,9,9,18-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,807,LEES_807,Waratah2003,9,9,18-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,901,LEES_901,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,902,LEES_902,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,903,LEES_903,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,904,LEES_904,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,905,LEES_905,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
LEES,906,LEES_906,Basin1981,32,32,7-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
LEES,907,LEES_907,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,near death
LEES,B-01,LEES_B-01,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,B-02,LEES_B-02,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,B-03,LEES_B-03,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,B-04,LEES_B-04,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,B-06,LEES_B-06,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,B-07,LEES_B-07,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,B-08,LEES_B-08,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,B-09,LEES_B-09,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,325,LEES_325,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,FALSE,FALSE,FALSE,TRUE,
LEES,351,LEES_351,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,352,LEES_352,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,353,LEES_353,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,354,LEES_354,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,TRUE,TRUE,TRUE,TRUE,
LEES,354,LEES_355,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,1,PELA_001,Basin2005,7,7,15-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,2,PELA_002,Basin2005,7,7,15-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,3,PELA_003,Basin2005,7,7,15-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,4,PELA_004,Basin2005,7,7,22-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,5,PELA_005,Basin2005,7,7,22-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,6,PELA_006,Basin2005,7,7,23-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,7,PELA_007,Basin2005,7,7,23-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,103,PELA_103,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,104,PELA_104,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,108,PELA_108,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,111,PELA_111,Waratah2011,1.4,1.4,,FALSE,FALSE,FALSE,FALSE,FALSE,plant missing
PELA,113,PELA_113,Waratah2011,1.4,1.4,15-Jun-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,118,PELA_118,Waratah2011,1.4,1.4,30-Aug-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,120,PELA_120,Waratah2011,1.4,1.4,2-Nov-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,121,PELA_121,Waratah2011,1.4,1.4,,FALSE,FALSE,FALSE,FALSE,FALSE,
PELA,122,PELA_122,Waratah2011,1.4,1.4,2-Nov-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,151,PELA_151,Waratah2011,2.4,2.4,14-Jun-13,FALSE,FALSE,FALSE,FALSE,TRUE,
PELA,152,PELA_152,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,153,PELA_153,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,154,PELA_154,Waratah2011,2.4,2.4,18-Jun-13,FALSE,FALSE,FALSE,FALSE,FALSE,
PELA,155,PELA_155,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,156,PELA_156,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,157,PELA_157,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,158,PELA_158,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,161,PELA_161,Waratah2011,2.4,2.4,20-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,162,PELA_162,Waratah2011,2.4,2.4,20-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,301,PELA_301,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,302,PELA_302,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,303,PELA_303,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,305,PELA_305,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,306,PELA_306,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,FALSE,TRUE,FALSE,TRUE,"check - in  allometric, but not allocation"
PELA,308,PELA_308,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,309,PELA_309,Wilunga2012,1.4,1.35,3-Oct-13,FALSE,FALSE,FALSE,FALSE,FALSE,
PELA,321,PELA_321,Wilunga2012,1.4,1.35,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,322,PELA_322,Wilunga2012,1.4,1.35,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,330,PELA_330,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,334,PELA_334,Wilunga2012,1.4,1.35,1-Feb-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,401,PELA_401,Basin2007,5,5,20-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PELA,402,PELA_402,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PELA,403,PELA_403,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PELA,404,PELA_404,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PELA,405,PELA_405,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PELA,406,PELA_406,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PELA,407,PELA_407,Basin2007,5,5,27-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PELA,801,PELA_801,Waratah2003,9,9,11-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PELA,802,PELA_802,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,803,PELA_803,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,804,PELA_804,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,805,PELA_805,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,806,PELA_806,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,807,PELA_807,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,901,PELA_901,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,902,PELA_902,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,near death
PELA,903,PELA_903,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,904,PELA_904,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,905,PELA_905,Basin1981,32,32,14-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,near death
PELA,906,PELA_906,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PELA,907,PELA_907,Basin1981,32,32,14-Jun-12,TRUE,FALSE,TRUE,FALSE,TRUE,"check - in  allometric, but not allocation"
PELA,B-01,PELA_B-01,baby,0.1,0.1,22-Jan-14,FALSE,FALSE,FALSE,FALSE,TRUE,Including results in bad gam fit
PELA,B-02,PELA_B-02,baby,0.1,0.1,22-Jan-14,FALSE,FALSE,FALSE,FALSE,TRUE,Including results in bad gam fit
PELA,B-03,PELA_B-03,baby,0.1,0.1,22-Jan-14,FALSE,FALSE,FALSE,FALSE,TRUE,Including results in bad gam fit
PELA,B-05,PELA_B-05,baby,0.1,0.1,27-Jan-14,FALSE,FALSE,FALSE,FALSE,TRUE,Including results in bad gam fit
PELA,B-06,PELA_B-06,baby,0.1,0.1,27-Jan-14,FALSE,FALSE,FALSE,FALSE,TRUE,Including results in bad gam fit
PELA,B-07,PELA_B-07,baby,0.1,0.1,27-Jan-14,FALSE,FALSE,FALSE,FALSE,TRUE,Including results in bad gam fit
PEPU,1,PEPU_001,Basin2005,7,7,15-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,2,PEPU_002,Basin2005,7,7,15-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,3,PEPU_003,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,4,PEPU_004,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,5,PEPU_005,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,6,PEPU_006,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,7,PEPU_007,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,101,PEPU_101,Waratah2011,1.4,1.4,15-Jun-12,FALSE,FALSE,FALSE,FALSE,FALSE,
PEPU,151,PEPU_151,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,152,PEPU_152,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,153,PEPU_153,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,154,PEPU_154,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,155,PEPU_155,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,156,PEPU_156,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,157,PEPU_157,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,158,PEPU_158,Waratah2011,1.4,1.4,18-Jun-12,FALSE,FALSE,FALSE,FALSE,FALSE,
PEPU,201,PEPU_201,Bobbin2010,3,3,10-May-12,FALSE,FALSE,FALSE,FALSE,TRUE,
PEPU,202,PEPU_202,Bobbin2010,3,3,10-May-12,FALSE,FALSE,FALSE,FALSE,TRUE,
PEPU,203,PEPU_203,Bobbin2010,3,3,10-May-12,FALSE,FALSE,FALSE,FALSE,TRUE,
PEPU,204,PEPU_204,Bobbin2010,3,3,25-May-12,FALSE,FALSE,FALSE,FALSE,TRUE,
PEPU,205,PEPU_205,Bobbin2010,3,3,25-May-12,FALSE,FALSE,FALSE,FALSE,TRUE,
PEPU,206,PEPU_206,Bobbin2010,3,3,25-May-12,FALSE,FALSE,FALSE,FALSE,TRUE,
PEPU,208,PEPU_208,Bobbin2010,3,3,16-Oct-12,FALSE,FALSE,FALSE,FALSE,TRUE,
PEPU,301,PEPU_301,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,302,PEPU_302,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,303,PEPU_303,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,305,PEPU_305,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,307,PEPU_307,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,310,PEPU_310,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,313,PEPU_313,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,313,PEPU_313b,Wilunga2012,1.4,1.35,28-Nov-13,FALSE,FALSE,FALSE,FALSE,FALSE,
PEPU,315,PEPU_315,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,401,PEPU_401,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PEPU,403,PEPU_403,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PEPU,404,PEPU_404,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PEPU,405,PEPU_405,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PEPU,406,PEPU_406,Basin2007,5,5,27-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PEPU,407,PEPU_407,Basin2007,5,5,27-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
PEPU,801,PEPU_801,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,802,PEPU_802,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,**check
PEPU,803,PEPU_803,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,804,PEPU_804,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,805,PEPU_805,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,806,PEPU_806,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,807,PEPU_807,Waratah2003,9,9,18-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,901,PEPU_901,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,902,PEPU_902,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,903,PEPU_903,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,904,PEPU_904,Basin1981,32,32,31-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,905,PEPU_905,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,near death
PEPU,906,PEPU_906,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,907,PEPU_907,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PEPU,B-01,PEPU_B-01,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,B-02,PEPU_B-02,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,B-03,PEPU_B-03,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,B-07,PEPU_B-07,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PEPU,B-08,PEPU_B-08,baby,0.1,0.1,22-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,1,PHPH_001,Basin2005,7,7,15-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PHPH,2,PHPH_002,Basin2005,7,7,16-Mar-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,3,PHPH_003,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PHPH,4,PHPH_004,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PHPH,5,PHPH_005,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PHPH,6,PHPH_006,Basin2005,7,7,22-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PHPH,7,PHPH_007,Basin2005,7,7,23-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
xx,101,PHPH_101,Waratah2011,1.4,1.4,3-May-12,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,103,PHPH_103,Waratah2011,1.4,1.4,3-May-12,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,104,PHPH_104,Waratah2011,1.4,1.4,3-May-12,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,111,PHPH_111,Waratah2011,1.4,1.4,30-Aug-12,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,112,PHPH_112,Waratah2011,1.4,1.4,2-Nov-12,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,151,PHPH_151,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,152,PHPH_152,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,153,PHPH_153,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,154,PHPH_154,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,155,PHPH_155,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,156,PHPH_156,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,157,PHPH_157,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,157B,PHPH_157B,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,158,PHPH_158,Waratah2011,2.4,2.4,,NA,FALSE,FALSE,FALSE,NA,wrong species
PHPH,161,PHPH_161,Waratah2011,2.4,2.4,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,162,PHPH_162,Waratah2011,2.4,2.4,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,163,PHPH_163,Waratah2011,2.4,2.4,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,164,PHPH_164,Waratah2011,2.4,2.4,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,165,PHPH_165,Waratah2011,2.4,2.4,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,166,PHPH_166,Waratah2011,2.4,2.4,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PHPH,167,PHPH_167,Waratah2011,2.4,2.4,3-Sep-13,FALSE,FALSE,TRUE,FALSE,TRUE,"check - in  allometric, but not allocation"
PHPH,201,PHPH_201,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PHPH,202,PHPH_202,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PHPH,203,PHPH_203,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PHPH,204,PHPH_204,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PHPH,205,PHPH_205,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PHPH,206,PHPH_206,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PHPH,207,PHPH_207,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PHPH,401,PHPH_401,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PHPH,402,PHPH_402,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PHPH,403,PHPH_403,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PHPH,404,PHPH_404,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PHPH,405,PHPH_405,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PHPH,406,PHPH_406,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PHPH,407,PHPH_407,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
