species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
BAER,4,BAER_004,Basin2005,7,7,28-May-13,end,17,,2013,2013,2,1,2,33670,49350,,12.8,,,58375.6,87488.8,145864.4,,
BAER,4,BAER_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,,,,5.63,,,,,,,
BAER,4,BAER_004,Basin2005,7,7,28-May-13,end,17,,2013,2013,3,2,3,19380,26160,,9.82,,,24705.6,38138.8,62844.4,,
BAER,4,BAER_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,4,3,4,,,,2.86,,,,,,,
BAER,4,BAER_004,Basin2005,7,7,28-May-13,end,17,,2013,2013,4,3,4,3540,7412,,5.47,,,5325.6,11978.8,17304.4,,
BAER,4,BAER_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,5,4,5,,,,1.7,,,,,,,
BAER,4,BAER_004,Basin2005,7,7,28-May-13,end,17,,2013,2013,5,4,5,1662.9,4017.6,,3.4,,,1785.6,4566.8,6352.4,,remeasured dry diameter and scaled by 10%; wet diameter measured on bump
BAER,4,BAER_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,6,5,6,,,,,,,,,,,
BAER,4,BAER_004,Basin2005,7,7,28-May-13,end,17,,2013,2013,6,5,6,122.7,549.2,,1.38,,,122.7,549.2,671.9,,
BAER,4,BAER_004,Basin2005,7,7,28-May-13,end,17,,2013,2013,shed,,,264.9,,,,,,,,,,
BAER,5,BAER_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,,,,19.16,,,,,,1110,
BAER,5,BAER_005,Basin2005,7,7,28-May-13,end,17,,2013,2013,1,0,1,157530,91370,,27.05,28.66,27.15,276695.9,191878.4,468574.3,1220,
BAER,5,BAER_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,2,1,2,,,,11.19,,,,,,,
BAER,5,BAER_005,Basin2005,7,7,28-May-13,end,17,,2013,2013,2,1,2,84080,64400,,15.47,,,119165.9,100508.4,219674.3,,
BAER,5,BAER_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,,,,6.64,,,,,,,
BAER,5,BAER_005,Basin2005,7,7,28-May-13,end,17,,2013,2013,3,2,3,31070,29240,,11.6,,,35085.9,36108.4,71194.3,,
BAER,5,BAER_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,4,3,4,,,,3.6,,,,,,,
BAER,5,BAER_005,Basin2005,7,7,28-May-13,end,17,,2013,2013,4,3,4,3560,5582.3,,5.04,,,4015.9,6868.4,10884.3,,
BAER,5,BAER_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,5,4,5,,,,1.09,,,,,,,
BAER,5,BAER_005,Basin2005,7,7,28-May-13,end,17,,2013,2013,5,4,5,399.9,1011.1,,2.6,,,455.9,1286.1,1742,,
BAER,5,BAER_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,6,5,6,,,,,,,,,,,
BAER,5,BAER_005,Basin2005,7,7,28-May-13,end,17,,2013,2013,6,5,6,56,275,,1.1,,,56,275,331,,
BAER,5,BAER_005,Basin2005,7,7,28-May-13,end,17,,2013,2013,shed,,,1302.3,,,,,,,,,,
BAER,6,BAER_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,,,,12.85,,,,,,735,
BAER,6,BAER_006,Basin2005,7,7,28-May-13,end,17,,2013,2013,1,0,1,31690,23460,,17.1,17.29,17.23,88172.2,95144.1,183316.3,880,
BAER,6,BAER_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,2,1,2,,,,8.55,,,,,,,
BAER,6,BAER_006,Basin2005,7,7,28-May-13,end,17,,2013,2013,2,1,2,46230,53720,,11.84,,,56482.2,71684.1,128166.3,,
BAER,6,BAER_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,,,,4,,,,,,,
BAER,6,BAER_006,Basin2005,7,7,28-May-13,end,17,,2013,2013,3,2,3,9770,16439.7,,6.35,,,10252.2,17964.1,28216.3,,
BAER,6,BAER_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,4,3,4,,,,1.56,,,,,,,
BAER,6,BAER_006,Basin2005,7,7,28-May-13,end,17,,2013,2013,4,3,4,413,1164.4,,2.65,,,482.2,1524.4,2006.6,,
BAER,6,BAER_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,5,4,5,,,,,,,,,,,
BAER,6,BAER_006,Basin2005,7,7,28-May-13,end,17,,2013,2013,5,4,5,69.2,360,,1.04,,,69.2,360,429.2,,
BAER,6,BAER_006,Basin2005,7,7,28-May-13,end,17,,2013,2013,shed,,,7,,,,,,,,,,
BAER,7,BAER_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,,,,21.93,22,22.29,,,,990,
BAER,7,BAER_007,Basin2005,7,7,28-May-13,end,17,,2013,2013,1,0,1,95840,52450,,28.66,28.48,28.15,228600.5,194658.6,423259.1,1120,
BAER,7,BAER_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,2,1,2,,,,12.36,,,,,,,
BAER,7,BAER_007,Basin2005,7,7,28-May-13,end,17,,2013,2013,2,1,2,107630,102900,,18.63,,,132760.5,142208.6,274969.1,,
BAER,7,BAER_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,,,,6.67,,,,,,,
BAER,7,BAER_007,Basin2005,7,7,28-May-13,end,17,,2013,2013,3,2,3,19260,25950,,9.37,,,25130.5,39308.6,64439.1,,
BAER,7,BAER_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,4,3,4,,,,3.62,,,,,,,
BAER,7,BAER_007,Basin2005,7,7,28-May-13,end,17,,2013,2013,4,3,4,5460,11880,,5.71,,,5870.5,13358.6,19229.1,,
BAER,7,BAER_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,5,4,5,,,,1.74,,,,,,,
BAER,7,BAER_007,Basin2005,7,7,28-May-13,end,17,,2013,2013,5,4,5,377.5,1259.1,,2.18,,,410.5,1478.6,1889.1,,
BAER,7,BAER_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,6,5,6,,,,,,,,,,,
BAER,7,BAER_007,Basin2005,7,7,28-May-13,end,17,,2013,2013,6,5,6,33,219.5,,1.23,,,33,219.5,252.5,,
BAER,7,BAER_007,Basin2005,7,7,28-May-13,end,17,,2013,2013,shed,,,1743.5,92.6,,,,,,,,,
BAER,101,BAER_101,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,,,,2.22,,,,,,185,
BAER,101,BAER_101,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,760.9,1245.4,,3.18,3.15,3.05,831.2,1490.8,2322,285,
BAER,101,BAER_101,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
BAER,101,BAER_101,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,70.3,245.4,,1.43,,,70.3,245.4,315.7,,
BAER,102,BAER_102,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,,,,1,,,,,,68,
BAER,102,BAER_102,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,213.8,288.3,,2.39,2.44,2.38,228.3,354.8,583.1,128,
BAER,102,BAER_102,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
BAER,102,BAER_102,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,14.5,66.5,,1.12,,,14.5,66.5,81,,
BAER,103,BAER_103,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,,,,1.32,,,,,,90,
BAER,103,BAER_103,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,125.6,137.1,,2.15,2.33,2.09,213.8,680.6,894.4,217,
BAER,103,BAER_103,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
BAER,103,BAER_103,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,88.2,543.5,,1.16,,,88.2,543.5,631.7,,
BAER,104,BAER_104,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,,,,1.79,,,,,,147,
BAER,104,BAER_104,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,905.2,1760,,3.77,3.92,3.84,999.2,2214.5,3213.7,325,
BAER,104,BAER_104,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
BAER,104,BAER_104,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,94,454.5,,1.22,,,94,454.5,548.5,,
BAER,105,BAER_105,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,,,,1.77,,,,,,135,
BAER,105,BAER_105,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,1120.2,2061.2,,4.6,4.42,4.34,1349.2,3048.1,4397.3,375,
BAER,105,BAER_105,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
BAER,105,BAER_105,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,229,986.9,,1.79,,,229,986.9,1215.9,,
BAER,105,BAER_105,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,shed,,,57.6,,,,,,,,,,
BAER,106,BAER_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,,,,1.39,,,,,,95,
BAER,106,BAER_106,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,277.9,316,,2.86,2.9,2.7,336.8,689.1,1025.9,203,
BAER,106,BAER_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
BAER,106,BAER_106,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,58.9,373.1,,1.13,,,58.9,373.1,432,,
BAER,107,BAER_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,,,,1.35,,,,,,118,
BAER,107,BAER_107,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,305.2,718.7,,2.45,2.48,2.41,364.7,998.3,1363,190,
BAER,107,BAER_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,,,,0.62,,,,,,,
BAER,107,BAER_107,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,30.5,61.6,,1.49,,,59.5,279.6,339.1,,
BAER,107,BAER_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
BAER,107,BAER_107,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,3,2,3,29,218,,0.8,,,29,218,247,,
BAER,151,BAER_151,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,4.54,4.48,4.52,,,,512,
BAER,151,BAER_151,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,3403.4,2265.3,,6.52,6.52,6.39,,,,671,
BAER,151,BAER_151,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,2.22,,,,,,,
BAER,151,BAER_151,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,2549.4,2778.6,,3.92,,,,,,,
BAER,151,BAER_151,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,159.1,539.5,,1.51,,,,,,,
BAER,152,BAER_152,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,4.54,4.47,4.44,,,,350,
BAER,152,BAER_152,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,3880,4950,,7.68,7.6,7.75,,,,505,
BAER,152,BAER_152,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,3.27,,,,,,,
BAER,152,BAER_152,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,1380,1771.8,,4.8,,,,,,,
BAER,152,BAER_152,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,3,2,3,,,,1.94,,,,,,,
BAER,152,BAER_152,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,1469.9,2350.6,,4.14,,,,,,,
BAER,152,BAER_152,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,4,3,4,150.1,592.3,,1.46,,,,,,,
BAER,153,BAER_153,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,7.34,7.45,7.29,,,,870,
BAER,153,BAER_153,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,25010,16410,,12.2,12.32,12.25,,,,1375,
BAER,153,BAER_153,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,3.69,,,,,,,
BAER,153,BAER_153,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,2330,5100,,4.577777778,4.666666667,4.477777778,,,,,
BAER,153,BAER_153,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,918.7,1739.9,,2.7,,,,,,,
BAER,153,BAER_153,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,4,3,4,38.3,193.8,,1.01,,,,,,,
BAER,154,BAER_154,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,6.4,6.3,6.3,,,,535,
BAER,154,BAER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,8250,7519.8,,9.98,10.23,10.58,,,,865,
BAER,154,BAER_154,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,3.13,,,,,,,
BAER,154,BAER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,7670,13680,,6.85,,,,,,,
BAER,154,BAER_154,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,3,2,3,,,,1.02,,,,,,,
BAER,154,BAER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,285.3,525.8,,2.81,,,,,,,
BAER,154,BAER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,4,3,4,691.5,1831.9,,2.59,,,,,,,
BAER,154,BAER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,shed,,,34.6,0,,,,,,,,,
BAER,155,BAER_155,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,5.53,5.44,5.29,,,,575,
BAER,155,BAER_155,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,8920,5190,,7.54,7.52,7.63,,,,848,
BAER,155,BAER_155,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,1.82,,,,,,,
BAER,155,BAER_155,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,2550,4184,,4.56,,,,,,,
BAER,155,BAER_155,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,348.6,1001.9,,2.1,,,,,,,
BAER,155,BAER_155,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,4,3,4,54.1,280.1,,1,,,,,,,
BAER,156,BAER_156,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,4.73,4.54,4.72,,,,545,
BAER,156,BAER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,6790,4262.6,,8.52,8.62,8.41,,,,748,
BAER,156,BAER_156,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,2.58,,,,,,,
BAER,156,BAER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,4910,5436.4,,5.33,,,,,,,
BAER,156,BAER_156,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,3,2,3,,,,0.84,,,,,,,
BAER,156,BAER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,916.8,1957.9,,3.12,,,,,,,
BAER,156,BAER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,4,3,4,241.2,696.1,,1.96,,,,,,,
BAER,156,BAER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,5,4,5,38,192.2,,0.86,,,,,,,
BAER,157,BAER_157,Waratah2011,2.4,2.4,18-Jun-13,start,19,1,2013,2013,1,0,1,,,,6.1,6.07,6.02,,,,365,
BAER,157,BAER_157,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,4527.1,4189.4,,9.72,9.87,10.33,,,,465,
BAER,157,BAER_157,Waratah2011,2.4,2.4,18-Jun-13,start,19,1,2013,2013,2,1,2,,,,3.96,,,,,,,
BAER,157,BAER_157,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,7450,8810,,7.39,,,,,,,
BAER,157,BAER_157,Waratah2011,2.4,2.4,18-Jun-13,start,19,1,2013,2013,3,2,3,,,,1.81,,,,,,,
BAER,157,BAER_157,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,1353.1,1893.3,,3.53,,,,,,,
BAER,157,BAER_157,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,4,3,4,100.6,389.9,,1.23,,,,,,,
BAER,301,BAER_301,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,1.09,1.08,,,,,150,
BAER,301,BAER_301,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,3.07,2.96,,,,,238,
BAER,301,BAER_301,Wilunga2012,1.4,1.35,18-Jun-13,start,19,0.25,2013,2013,1,0,1,,,,1.49,1.41,1.57,,,,92,
BAER,301,BAER_301,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,464.8,106.4,,4.36,4.36,4.31,,,,392,
BAER,301,BAER_301,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,337.7,986.7,,2.93,2.87,2.81,,,,,
BAER,301,BAER_301,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,3,2,3,379.1,1084.7,,1.94,,,,,,,
BAER,302,BAER_302,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,1.63,1.5,,,,,234,
BAER,302,BAER_302,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,4.16,4.12,,,,,315,
BAER,302,BAER_302,Wilunga2012,1.4,1.35,18-Jun-13,start,19,0.25,2013,2013,1,0,1,,,,1.64,1.73,1.68,,,,123,
BAER,302,BAER_302,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,1723.9,273.4,,7.03,6.91,6.9,,,,581,
BAER,302,BAER_302,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,3409.1,7522.1,,4.73,,,,,,,
BAER,302,BAER_302,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,3,2,3,526.4,856,,2.24,,,,,,,
BAER,303,BAER_303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,2.24,2.22,,,,,130,
BAER,303,BAER_303,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,2.83,2.75,,,,,195,
BAER,303,BAER_303,Wilunga2012,1.4,1.35,18-Jun-13,start,19,0.25,2013,2013,1,0,1,,,,1.55,1.58,1.52,,,,67,
BAER,303,BAER_303,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,453.1,112.1,,4.78,4.67,4.76,,,,282,
BAER,303,BAER_303,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,713.9,2245.7,,3.44,,,,,,,
BAER,303,BAER_303,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,3,2,3,374.3,975.6,,2.2,,,,,,,
BAER,303,BAER_303,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,4,3,4,118.1,477.7,,1.35,,,,,,,
BAER,304,BAER_304,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,2.29,2.38,,,,,90,
BAER,305,BAER_305,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,2.74,2.67,,,,,140,
BAER,305,BAER_305,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,3.62,3.56,,,,,210,
BAER,306,BAER_306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,2.47,2.52,,,,,138,
BAER,306,BAER_306,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,3.35,3.44,,,,,190,
BAER,306,BAER_306,Wilunga2012,1.4,1.35,18-Jun-13,start,19,0.25,2013,2013,1,0,1,,,,1.32,1.57,1.51,,,,52,
BAER,306,BAER_306,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,521.9,609.4,,2.89,3.41,3.5,,,,205,
BAER,306,BAER_306,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,112.6,565.7,,1.52,,,,,,,
BAER,307,BAER_307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,1.41,1.57,,,,,85,
BAER,307,BAER_307,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,2.4,2.42,,,,,145,
BAER,308,BAER_308,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,1.96,2.04,,,,,145,
BAER,308,BAER_308,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,2.65,2.68,,,,,202,
BAER,308,BAER_308,Wilunga2012,1.4,1.35,18-Jun-13,start,19,0.25,2013,2013,1,0,1,,,,1.44,1.42,1.42,,,,88,
BAER,308,BAER_308,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,546.7,196.8,,4.56,4.77,4.61,,,,370,
BAER,308,BAER_308,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,646.9,1843.6,,3.16,,,,,,,
BAER,308,BAER_308,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,3,2,3,557.7,1479,,2.37,,,,,,,
BAER,308,BAER_308,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,4,3,4,36.1,174.7,,0.96,,,,,,,
BAER,309,BAER_309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,1.07,0.96,,,,,116,
