species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
HEPU,7,HEPU_007,Basin2005,7,7,1-May-12,start,2,1,2012,2012,2,1,2,,,,1.13,,,,,,,
HEPU,7,HEPU_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,142.5,114.8,,1.22,,,150.7,132.9,283.6,,
HEPU,7,HEPU_007,Basin2005,7,7,1-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
HEPU,7,HEPU_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,8.2,18.1,,0.38,,,8.2,18.1,26.3,,
HEPU,9,HEPU_009,Basin2005,7,7,29-Jun-12,start,4,1,2012,2012,1,0,1,,,,2.09,2.08,,,,,280,
HEPU,9,HEPU_009,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,314.6,78.1,,2.17,2.17,2.18,419.9,110.8,530.7,290,
HEPU,9,HEPU_009,Basin2005,7,7,29-Jun-12,start,4,1,2012,2012,2,1,2,,,,1.29,,,,,,,
HEPU,9,HEPU_009,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,89.7,0,,1.22,,,105.3,32.7,138,,
HEPU,9,HEPU_009,Basin2005,7,7,29-Jun-12,start,4,1,2012,2012,3,2,3,,,,0.74,,,,,,,
HEPU,9,HEPU_009,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,15.6,32.7,,0.73,,,15.6,32.7,48.3,,
HEPU,9,HEPU_009,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,16.6,,,,,,,,,,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,,,,0.89,,,,,,112,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,2331.7,788,,4.74,4.95,4.78,4242.9,1842.4,6085.3,420,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1.2,1,9,,,,0.44,,,,,,,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1.2,1,9,809.5,441.8,,2.04,,,809.5,441.8,1251.3,,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,792.3,423,,2.63,,,1101.7,612.6,1714.3,,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,3,2,3,309.4,189.6,,1.85,,,309.4,189.6,499,,
HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,,,,0.84,,,,,,123,
HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,306.6,388.7,,2.07,2.11,1.8,354.9,474.9,829.8,310,
HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,,,,,,,,,,,
HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,48.3,86.2,,0.78,,,48.3,86.2,134.5,,
HEPU,108,HEPU_108,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,,,,1.04,1.14,1.09,,,,117,
HEPU,108,HEPU_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,74.8,15.4,,1.588888889,1.655555556,1.611111111,85.6,41.4,127,98,
HEPU,108,HEPU_108,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,,,,,,,,,,,
HEPU,108,HEPU_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,10.8,26,,0.56,,,10.8,26,36.8,,
HEPU,109,HEPU_109,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,,,,0.99,,,,,,132,
HEPU,109,HEPU_109,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,148.9,93.7,,1.9,1.85,1.88,271.4,238.2,509.6,100,
HEPU,109,HEPU_109,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1.2,1,9,,,,,,,,,,,
HEPU,109,HEPU_109,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1.2,1,9,36.9,54.4,,0.87,,,36.9,54.4,91.3,,
HEPU,109,HEPU_109,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,,,,1.09,,,,,,,
HEPU,109,HEPU_109,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,85.6,90.1,,1.29,,,85.6,90.1,175.7,,
HEPU,110,HEPU_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,,,,0.6,,,,,,85,
HEPU,110,HEPU_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,139.7,68.4,,1.71,1.68,1.65,332.2,386.7,718.9,252,
HEPU,110,HEPU_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,,,,0.35,,,,,,,
HEPU,110,HEPU_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,175,285.1,,1.56,,,192.5,318.3,510.8,,
HEPU,110,HEPU_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,3,2,3,,,,,,,,,,,
HEPU,110,HEPU_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,17.5,33.2,,0.33,,,17.5,33.2,50.7,,
HEPU,111,HEPU_111,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,,,,0.85,,,,,,125,
HEPU,111,HEPU_111,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,207,275.8,,1.84,2,1.82,327.2,634.6,961.8,283,
HEPU,111,HEPU_111,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,,,,0.35,,,,,,,
HEPU,111,HEPU_111,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,50.3,123.2,,0.92,,,120.2,358.8,479,,
HEPU,111,HEPU_111,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,3,2,3,,,,,,,,,,,
HEPU,111,HEPU_111,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,69.9,235.6,,0.83,,,69.9,235.6,305.5,,
HEPU,112,HEPU_112,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,,,,0.98,,,,,,157,
HEPU,112,HEPU_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,70.7,0,,1.88,1.64,1.84,194.4,310.8,505.2,441,
HEPU,112,HEPU_112,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,,,,0.7,,,,,,,
HEPU,112,HEPU_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,89.5,211.2,,1.2,,,123.7,310.8,434.5,,
HEPU,112,HEPU_112,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,3,2,3,,,,,,,,,,,
HEPU,112,HEPU_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,34.2,99.6,,0.67,,,34.2,99.6,133.8,,
HEPU,113,HEPU_113,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,1,0,1,,,,0.88,0.81,0.85,,,,88,
HEPU,113,HEPU_113,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,98,158.9,,1.49,1.31,1.38,137,236.7,373.7,137,
HEPU,113,HEPU_113,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,2,1,2,,,,0.67,,,,,,,
HEPU,113,HEPU_113,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,39,77.8,,0.73,,,39,77.8,116.8,,
HEPU,151,HEPU_151,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.26,1.22,1.24,,,,215,
HEPU,151,HEPU_151,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1,0,1,332.8,327.1,,2.2,2.11,2.15,,,,247,
HEPU,151,HEPU_151,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1.2,1,9,23.8,82.3,,0.56,,,,,,,
HEPU,151,HEPU_151,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,2,1,2,,,,0.41,,,,,,,
HEPU,151,HEPU_151,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,2,1,2,34,91,,0.82,,,,,,,
HEPU,152,HEPU_152,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.46,1.5,1.56,,,,274,
HEPU,152,HEPU_152,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1,0,1,1015.4,952,,3.49,3.55,3.45,,,,417,
HEPU,152,HEPU_152,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,2,1,2,,,,0.61,,,,,,,
HEPU,152,HEPU_152,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,2,1,2,386.9,380.5,,1.75,,,,,,,
HEPU,152,HEPU_152,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,3,2,3,87.5,112.7,,0.96,,,,,,,
HEPU,153,HEPU_153,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.43,1.45,1.39,,,,305,
HEPU,153,HEPU_153,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1,0,1,738.7,814.3,,2.33,2.34,2.39,,,,452,
HEPU,153,HEPU_153,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,2,1,2,,,,0.67,,,,,,,
HEPU,153,HEPU_153,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,2,1,2,84.3,160.6,,1.15,,,,,,,
HEPU,153,HEPU_153,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,3,2,3,75.7,143.6,,0.76,,,,,,,
HEPU,154,HEPU_154,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.53,1.41,1.45,,,,330,
HEPU,154,HEPU_154,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1,0,1,394.4,304,,2.21,2.27,2.04,,,,602,
HEPU,154,HEPU_154,Waratah2011,2.4,2.4,13-Jun-13,start,19,1,2013,2013,2,1,2,,,,0.91,,,,,,,
HEPU,154,HEPU_154,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,2,1,2,369.7,410,,1.49,,,,,,,
HEPU,154,HEPU_154,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,3,2,3,93.7,114.5,,0.79,,,,,,,
HEPU,155,HEPU_155,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,0.96,1,0.93,,,,270,
HEPU,155,HEPU_155,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,223.3,175.9,,1.28,1.26,1.26,,,,190,
HEPU,155,HEPU_155,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1.2,1,9,2.985,8.12,,0.35,,,,,,,
HEPU,155,HEPU_155,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,2.055,6.079,,0.3,,,,,,,check if this looks right; not sure I correctly marked segment cut location
HEPU,156,HEPU_156,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.43,1.46,1.48,,,,375,
HEPU,156,HEPU_156,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1,0,1,312,186.9,,1.93,1.82,2.01,,,,353,
HEPU,156,HEPU_156,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,0.81,,,,,,,
HEPU,156,HEPU_156,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,2,1,2,150.2,215.9,,1.22,,,,,,,
HEPU,156,HEPU_156,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,3,2,3,1.325,5.294,,0.3,,,,,,,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.61,1.59,1.67,,,,320,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1,0,1,776.5,453.7,,2.46,2.43,2.69,,,,487,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,2,1,2,,,,1.03,,,,,,,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,2,1,2,481.6,546.2,,1.67,,,,,,,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,3,2,3,,,,0.35,,,,,,,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,3,2,3,77.8,113.8,,0.87,,,,,,,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,4,3,4,25.5,44.8,,0.4,,,,,,,
xx,301,HEPU_301,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.87,0.88,,,,,75,
xx,302,HEPU_302,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.96,0.95,,,,,110,
xx,302,HEPU_302,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,3.36,3.13,,,,,365,
xx,305,HEPU_305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.74,0.76,,,,,107,
xx,306,HEPU_306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,1.01,0.94,,,,,77,
xx,307,HEPU_307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,1.18,1.25,,,,,185,
xx,308,HEPU_308,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,1.28,1.26,,,,,172,
xx,309,HEPU_309,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.57,0.64,,,,,62,
xx,310,HEPU_310,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,1.19,1.12,,,,,78,
xx,311,HEPU_311,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.9,0.93,,,,,80,
xx,312,HEPU_312,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,1.08,1.02,,,,,137,
HEPU,402,HEPU_402,Basin2007,5,5,20-Apr-12,start,2,1,2012,2012,1,0,1,,,107,1.77,1.76,1.73,,,,320,
HEPU,402,HEPU_402,Basin2007,5,5,3-May-13,end,17,,2013,2013,1,0,1,604.9,324.5,107,2.23,2.26,2.15,760.6,553.4,1314,412,
HEPU,402,HEPU_402,Basin2007,5,5,20-Apr-12,start,2,1,2012,2012,2,1,2,,,,0.87,,,,,,,
HEPU,402,HEPU_402,Basin2007,5,5,3-May-13,end,17,,2013,2013,2,1,2,102.8,67,,1.15,,,155.7,228.9,384.6,,
HEPU,402,HEPU_402,Basin2007,5,5,20-Apr-12,start,2,1,2012,2012,3,2,3,,,,0.3,,,,,,,
HEPU,402,HEPU_402,Basin2007,5,5,3-May-13,end,17,,2013,2013,3,2,3,52.9,161.9,,0.83,,,52.9,161.9,214.8,,
HEPU,403,HEPU_403,Basin2007,5,5,20-Apr-12,start,2,1,2012,2012,1,0,1,,,,1.65,1.6,1.51,,,,165,
HEPU,403,HEPU_403,Basin2007,5,5,3-May-13,end,17,,2013,2013,1,0,1,114.4,35.3,,1.46,1.67,1.64,137.9,86.6,224.5,170,
HEPU,403,HEPU_403,Basin2007,5,5,20-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.13,,,,,,,
HEPU,403,HEPU_403,Basin2007,5,5,3-May-13,end,17,,2013,2013,2,1,2,23.5,51.3,,1.28,,,23.5,51.3,74.8,,
HEPU,404,HEPU_404,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,1,0,1,,,64.1,1.3,1.25,1.28,,,,228,
HEPU,404,HEPU_404,Basin2007,5,5,2-May-13,end,17,,2013,2013,1,0,1,228.1,127.4,64.1,1.57,1.5,1.59,268.1,237.8,505.9,262,
HEPU,404,HEPU_404,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,2,1,2,,,,0.85,,,,,,,
HEPU,404,HEPU_404,Basin2007,5,5,2-May-13,end,17,,2013,2013,2,1,2,35.4,77.8,,0.86,,,40,110.4,150.4,,
HEPU,404,HEPU_404,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
HEPU,404,HEPU_404,Basin2007,5,5,2-May-13,end,17,,2013,2013,3,2,3,4.6,32.6,,0.41,,,4.6,32.6,37.2,,
HEPU,404,HEPU_404,Basin2007,5,5,2-May-13,end,17,,2013,2013,shed,,,3.7,,,,,,,,,,
HEPU,405,HEPU_405,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,1,0,1,,,88.8,1.6,1.56,1.55,,,,287,
HEPU,405,HEPU_405,Basin2007,5,5,2-May-13,end,17,,2013,2013,1,0,1,493.6,295.7,88.8,1.92,2.03,2.05,581,482.2,1063.2,325,
HEPU,405,HEPU_405,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,2,1,2,,,,0.95,,,,,,,
HEPU,405,HEPU_405,Basin2007,5,5,2-May-13,end,17,,2013,2013,2,1,2,79.7,147.6,,1.05,,,87.4,186.5,273.9,,
HEPU,405,HEPU_405,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
HEPU,405,HEPU_405,Basin2007,5,5,2-May-13,end,17,,2013,2013,3,2,3,7.7,38.9,,0.51,,,7.7,38.9,46.6,,
HEPU,406,HEPU_406,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,1,0,1,,,83.2,1.66,1.58,1.61,,,,355,
HEPU,406,HEPU_406,Basin2007,5,5,2-May-13,end,17,,2013,2013,1,0,1,415,58.3,83.2,1.76,1.86,1.87,472.4,116,588.4,365,
HEPU,406,HEPU_406,Basin2007,5,5,26-Apr-12,start,2,1,2012,2012,2,1,2,,,,0.86,,,,,,,
HEPU,406,HEPU_406,Basin2007,5,5,2-May-13,end,17,,2013,2013,2,1,2,57.4,57.7,,0.95,,,57.4,57.7,115.1,,
HEPU,406,HEPU_406,Basin2007,5,5,2-May-13,end,17,,2013,2013,shed,,,90.6,,,,,,,,,,
HEPU,407,HEPU_407,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,1.31,1.23,1.27,,,,262,
HEPU,407,HEPU_407,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,290.9,35.9,,1.85,1.79,1.81,593.2,251.9,845.1,310,
HEPU,407,HEPU_407,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,0.86,,,,,,,
HEPU,407,HEPU_407,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,245.5,143.7,,1.32,,,302.3,216,518.3,,
HEPU,407,HEPU_407,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,0.65,,,,,,,
HEPU,407,HEPU_407,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,56.8,72.3,,0.79,,,56.8,72.3,129.1,,
HEPU,408,HEPU_408,Basin2007,5,5,1-Jun-12,start,3,1,2012,2012,1,0,1,,,,1.77,1.83,1.83,,,,342,
HEPU,408,HEPU_408,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,307.8,0,,2.12,2.09,2.13,568.6,208.8,777.4,280,
HEPU,408,HEPU_408,Basin2007,5,5,1-Jun-12,start,3,1,2012,2012,1.2,1,9,,,,0.77,,,,,,,
HEPU,408,HEPU_408,Basin2007,5,5,7-May-13,end,17,,2013,2013,1.2,1,9,66,107.1,,0.94,,,66,107.1,173.1,,"marked as HEPU 406 1.1.1, changed to HEPU 408 1.2"
HEPU,408,HEPU_408,Basin2007,5,5,1-Jun-12,start,3,1,2012,2012,2,1,2,,,,1.35,,,,,,,
HEPU,408,HEPU_408,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,194.8,101.7,,1.48,,,194.8,101.7,296.5,,"marked as HEPU 405 1.1, changed to HEPU 408 1.1"
HEPU,408,HEPU_408,Basin2007,5,5,7-May-13,end,17,,2013,2013,shed,,,14.6,,,,,,,,,,
HEPU,801,HEPU_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,2.32,2.23,2.18,,,,680,
HEPU,801,HEPU_801,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1,0,1,914.6,269.6,,3.34,3.53,3.31,2035.9,512.9,2548.8,703,
HEPU,801,HEPU_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,2.19,,,,,,,
HEPU,801,HEPU_801,Waratah2003,9,9,23-May-13,end,17,,2013,2013,2,1,2,767,33.9,,2.29,,,1121.3,243.3,1364.6,,
HEPU,801,HEPU_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,1.31,,,,,,,
HEPU,801,HEPU_801,Waratah2003,9,9,23-May-13,end,17,,2013,2013,3,2,3,340,157,,1.55,,,354.3,209.4,563.7,,
HEPU,801,HEPU_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
HEPU,801,HEPU_801,Waratah2003,9,9,23-May-13,end,17,,2013,2013,4,3,4,14.3,52.4,,0.6,,,14.3,52.4,66.7,,
HEPU,801,HEPU_801,Waratah2003,9,9,23-May-13,end,17,,2013,2013,shed,,,75.1,,,,,,,,,,
HEPU,802,HEPU_802,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,2.44,2.27,2.39,,,,443,
HEPU,802,HEPU_802,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1,0,1,696.3,62.9,,2.63,2.55,2.71,965.7,418.4,1384.1,470,
HEPU,802,HEPU_802,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,1.31,,,,,,,
HEPU,802,HEPU_802,Waratah2003,9,9,23-May-13,end,17,,2013,2013,2,1,2,212,225.1,,1.57,,,269.4,355.5,624.9,,
HEPU,802,HEPU_802,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,0.65,,,,,,,
HEPU,802,HEPU_802,Waratah2003,9,9,23-May-13,end,17,,2013,2013,3,2,3,37.5,73.1,,0.93,,,57.4,130.4,187.8,,
HEPU,802,HEPU_802,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
HEPU,802,HEPU_802,Waratah2003,9,9,23-May-13,end,17,,2013,2013,4,3,4,19.9,57.3,,0.74,,,19.9,57.3,77.2,,
HEPU,803,HEPU_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,3.52,3.43,3.4,,,,570,
HEPU,803,HEPU_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1,0,1,112.7,23.9,,3.93,4.03,4.06,1184.8,1469.3,2654.1,605,
HEPU,803,HEPU_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1.2,1,9,,,,1.03,,,,,,,
HEPU,803,HEPU_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1.2,1,9,332.8,416.4,,2.01,,,332.8,416.4,749.2,,
HEPU,803,HEPU_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,1.74,,,,,,,
HEPU,803,HEPU_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,2,1,2,562.1,726.9,,2.45,,,739.3,1029,1768.3,,
HEPU,803,HEPU_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,1.07,,,,,,,
HEPU,803,HEPU_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,3,2,3,163.3,246.9,,1.3,,,177.2,302.1,479.3,,
HEPU,803,HEPU_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
HEPU,803,HEPU_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,4,3,4,13.9,55.2,,0.66,,,13.9,55.2,69.1,,
HEPU,803,HEPU_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,shed,,,45.2,,,,,,,,,,
HEPU,804,HEPU_804,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,1.86,1.97,1.87,,,,300,
HEPU,804,HEPU_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1,0,1,355,125.9,,2.54,2.72,2.61,656.3,353,1009.3,320,
HEPU,804,HEPU_804,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,1.42,,,,,,,
HEPU,804,HEPU_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,2,1,2,282.2,172.4,,1.5,,,301.3,227.1,528.4,,
HEPU,804,HEPU_804,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,0.56,,,,,,,
HEPU,804,HEPU_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,3,2,3,19.1,54.7,,0.8,,,19.1,54.7,73.8,,
HEPU,805,HEPU_805,Waratah2003,9,9,15-May-12,start,2,1,2012,2012,1,0,1,,,,2.29,2.42,2.34,,,,525,
HEPU,805,HEPU_805,Waratah2003,9,9,24-May-13,end,17,,2013,2013,1,0,1,1781.7,345.5,,2.79,2.87,2.85,2235.5,566.2,2801.7,600,
HEPU,805,HEPU_805,Waratah2003,9,9,15-May-12,start,2,1,2012,2012,2,1,2,,,,1.43,,,,,,,
HEPU,805,HEPU_805,Waratah2003,9,9,24-May-13,end,17,,2013,2013,2,1,2,322.9,69,,1.63,,,453.8,220.7,674.5,,
HEPU,805,HEPU_805,Waratah2003,9,9,15-May-12,start,2,1,2012,2012,3,2,3,,,,0.84,,,,,,,
HEPU,805,HEPU_805,Waratah2003,9,9,24-May-13,end,17,,2013,2013,3,2,3,125.9,132.9,,1.09,,,130.9,151.7,282.6,,
HEPU,805,HEPU_805,Waratah2003,9,9,15-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
HEPU,805,HEPU_805,Waratah2003,9,9,24-May-13,end,17,,2013,2013,4,3,4,5,18.8,,0.5,,,5,18.8,23.8,,
HEPU,805,HEPU_805,Waratah2003,9,9,24-May-13,end,17,,2013,2013,shed,,,42.9,,,,,,,,,,
HEPU,806,HEPU_806,Waratah2003,9,9,15-May-12,start,2,1,2012,2012,1,0,1,,,,2.8,2.92,2.79,,,,635,
HEPU,806,HEPU_806,Waratah2003,9,9,24-May-13,end,17,,2013,2013,1,0,1,2531,382.8,,3.19,3.39,3.38,3981.6,868,4849.6,685,
