sample_rep1,sample_rep2,approx_dry_weight_mg_rep1,approx_dry_weight_mg_rep2,species,site,age,individual_rep1,individual_rep2,tissue_complete,tissue_simple,tissue,parts_to_match,live_dead,rep2_replicate,no_sample,CN_analysis_date,Pmicro_analysis_date,Al,B,Ca,Cu,Fe,K,Mg ,Mn,Na,P,S,Zn,C,N,notes,with_bark_diam_mm,diameter_temp,without_bark_diam_mm,length_mm,segment,total_leaf_weight_mg,total_segment_weight_mg,total_segment_length_mm,plant_height_mm,height_of_leaf_cover_mm,diameter_leaf_cover_mm_WITH_BARK,,
MQ_585_bark,,140.4,,PUTU,Basin1981,32,PUTU_903,,bark,bark,bark,bark,live,,use,2016_March,2016_March,261.402,90.399,5261.585,30.919,433.02,1601.122,1431.936,83.195,512.664,93.086,868.81,17.684,47.39,1.276,,,,,,,,,,,,,,
MQ_586_shed_bark,,255.9,,PUTU,Basin1981,32,PUTU_90X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,170.104,36.513,3836.238,7.237,243.631,519.891,1282.524,47.417,283.402,61.239,981.936,39.291,49.25,1.352,,,,,,,,,,,,,,
MQ_587_shed_sapwood,,184.8,,PUTU,Basin1981,32,PUTU_90X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,7.598,19.078,340.618,2.493,15.16,265.857,247.665,5.173,203.785,15.141,288.665,11.029,45.63,0.5141,,,1.04,"1.04;1.06,1.24;1.17",,,,,,,,,,
MQ_588_wood_from_base,,491.5,,PUTU,Basin1981,32,PUTU_903,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,8.223,47.062,1085.772,2.296,23.416,920.318,421.591,39.089,463.808,43.015,165.465,8.415,45.38,0.4284,,4.51;4.68,3.58,3.58;3.72,40,base 1,,,,,,,,
MQ_589_wood_from_middle,,355.2,,PUTU,Basin1981,32,PUTU_903,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,7.475,29.878,886.903,3.579,17.705,1882.283,530.532,20.785,355.178,53.468,194.823,5.247,45.39,0.5103,,3.35;3.37,2.88,2.88;3.02,41,base 2,,,,,,,,
MQ_590_wood_from_tip,,138.1,,PUTU,Basin1981,32,PUTU_90X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,24.413,58.573,1063.695,7.374,45.805,3740.722,1293.191,119.15,2072.621,163.467,452.137,14.794,44.01,0.7145,,,,,,,,,,,,,,
MQ_591_bud,,203.3,,BAER,,9,BAER,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,2750.211,322.292,11089.17,31.96,95.852,3286.371,1492.028,28.482,2486.932,371.971,886.271,759.032,46.4,1.676,,,,,,,,,,,,,,
MQ_592_cone,,1926.9,,BAER,,9,BAER,,cone,reproductive,cone,cone,live,,use,2016_March,2016_March,548.571,55.816,2399.199,8.157,39.971,3754.95,967.99,18.383,4528.837,234.503,865.769,120.664,43.01,2.443,,,,,,,,,,,,,,
MQ_593_fruit_seed_immature,,740,,BAER,,9,BAER,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,254.685,15.161,1411.63,2.296,8.275,2888.814,1302.717,18.501,4950.345,130.597,540.128,18.563,45.36,1.237,,,,,,,,,,,,,,
MQ_594_petals,,199.5,,BAER,,9,BAER,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,339.282,18.473,2175.973,3.534,27.321,1982.821,1358.409,30.351,3168.565,179.72,701.532,8.355,47.05,1.572,,,,,,,,,,,,,,
MQ_597_fruit_seed_immature,,212.2,,BOLE,,9,BOLE,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,30.14,24.315,4977.064,5.151,51.721,5165.897,3411.24,118.327,1389.653,412.284,1346.44,11.001,46.86,1.566,,,,,,,,,,,,,,
MQ_598_bud,,203.7,,BOLE,,9,BOLE,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,23.107,30.045,4260.779,6.745,37.911,3870.699,3090.791,65.42,1041.348,630.631,1143.782,13.42,47.5,1.712,,,,,,,,,,,,,,
MQ_599_petals,,202.6,,BOLE,,9,BOLE,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,18.66,18.289,2996.453,4.572,31.97,6259.569,2788.852,47.359,836.364,455.683,1199.822,4.336,44.82,2.125,,,,,,,,,,,,,,
MQ_600_seed,,136.8,,BOLE,,9,BOLE,,seed,seed,seed,seed,live,,use,2016_March,2016_March,0.162,14.789,1781.443,7.98,10.608,14363.129,1853.104,30.497,145.151,1387.147,1325.471,10.989,50.98,3.169,,,,,,,,,,,,,20 seeds,
MQ_601_seed_pod,,148.1,,BOLE,,9,BOLE,,seed_pod,reproductive,seed_pod,seed_pod,live,,use,2016_March,2016_March,1.372,45.755,2355.679,3.135,5.602,2347.986,1900.311,21.722,786.092,221.1,577.185,2.037,46.23,1.365,,,,,,,,,,,,,,
MQ_604_fruit_mature,,191.3,,COER,,9,COER,,fruit_mature,seed,fruit_mature,fruit_mature,live,,use,2016_March,2016_March,27.806,20.452,1771.369,32.856,233.556,3486.61,3696.824,83.178,443.674,6089.396,3574.18,61.798,51.66,4.799,,,,,,,,,,,,,,
MQ_605_green_parts,,646.1,,COER,,9,COER,,green_parts,reproductive,green_parts,green_parts,live,,use,2016_March,2016_March,49.814,20.71,2498.382,5.333,46.162,13751.404,4653.663,46.501,3533.214,297.867,1577.318,6.894,47.58,1.088,,,,,,,,,,,,,,
MQ_607_bud,,205.9,,EPMI,,9,EPMI,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,7.278,17.961,13301.774,8.451,16.053,4419.329,1776.21,827.502,146.829,578.16,1773.916,7.334,49.23,1.527,,,,,,,,,,,,,,
MQ_609_fruit_immature,MQ_1609_fruit_immature,108.1,206.7,EPMI,,9,EPMI,EPMI,fruit_immature,reproductive,fruit_immature,fruit_seed_immature,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,8.858,11.521,12995.115,9.562,24.161,4112.672,1843.386,475.339,304.654,393.99,1596.852,6.444,46.99,0.8889,,,,,,,,,,,,,,
MQ_610_fruit_mature,,152.8,,EPMI,,9,EPMI,,fruit_mature,seed,fruit_mature,fruit_mature,live,,use,2016_March,2016_March,32.543,38.562,12266.711,4.026,38.96,4065.474,1495.456,551.038,594.088,93.324,1338.283,2.072,48.84,1.571,,,,,,,,,,,,,,
MQ_612_bud,,410.2,,GRBU,,9,GRBU,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,6.605,19.33,3122.601,5.359,25.619,5166.888,3113.463,103.267,794.737,946.328,1339.779,5.71,46.21,1.61,,,,,,,,,,,,,,
MQ_613_finished_flower,,217.8,,GRBU,,9,GRBU,,finished_flower,reproductive,finished_flower,finished_flower,live,,use,2016_March,2016_March,17.542,20.697,1728.575,2.836,30.139,4042.781,2339.334,37.368,2017.953,381.238,938.947,2.319,44.84,1.444,,,,,,,,,,,,,,
MQ_614_fruit_seed_immature,,512.6,,GRBU,,9,GRBU,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,12.475,17.933,5433.766,6.574,29.267,6713.161,3151.447,68.574,1072.202,1471.53,1914.849,12.077,48,1.736,,,,,,,,,,,,,,
MQ_615_green_parts,,363.9,,GRBU,,9,GRBU,,green_parts,reproductive,green_parts,green_parts,live,,use,2016_March,2016_March,38.32,28.03,7788.789,4.065,67.664,8991.193,2806.869,143.701,1735.317,903.428,1505.95,5.828,46.18,1.206,,,,,,,,,,,,,,
MQ_616_petals,,194,,GRBU,,9,GRBU,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,18.371,16.164,1581.187,2.104,31.537,1455.276,1453.603,31.96,1221.615,67.754,568.977,2.186,43.84,1.105,,,,,,,,,,,,,,
MQ_617_seed,,488.9,,GRBU,,9,GRBU,,seed,seed,seed,seed,live,,use,2016_March,2016_March,2.67,24.084,5499.8,19.826,31.746,4683.402,5211.005,185.783,413.309,3725.007,3819.837,25.886,54.76,3.309,,,,,,,,,,,,,,
MQ_618_seed_pod,,962.3,,GRBU,,9,GRBU,,seed_pod,reproductive,seed_pod,seed_pod,live,,use,2016_March,2016_March,25.388,20.079,4300.104,1.806,42.906,7787.769,1334.004,28.95,908.322,106.892,1112.273,7.119,47.78,0.5083,,,,,,,,,,,,,,
MQ_619_bud,,218.6,,GRSP,,9,GRSP,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,13.184,16.485,3295.624,5.288,26.435,6585.121,2819.974,48.656,1047.287,1273.15,1859.13,19.133,47.03,2.057,,,,,,,,,,,,,,
MQ_620_fruit_seed_immature,,234,,GRSP,,9,GRSP,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,9.424,37.131,5094.565,5.278,25.351,7130.722,3660.028,66.473,2028.086,965.179,1761.159,10.886,45.69,1.481,,,,,,,,,,,,,,
MQ_621_green_parts,,211.2,,GRSP,,9,GRSP,,green_parts,reproductive,green_parts,green_parts,live,,use,2016_March,2016_March,23.031,14.925,7816.243,4.816,33.2,6287.436,5908.478,72.707,1619.876,925.562,1558.011,11.119,45.25,1.371,,,,,,,,,,,,,,
MQ_622_petals,,198.8,,GRSP,,9,GRSP,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,18.691,19.395,1266.641,2.87,23.805,4331.211,1426.955,21.804,1353.1,200.728,733.8,11.524,43.25,1.101,,,,,,,,,,,,,,
MQ_623_seed,,194.2,,GRSP,,9,GRSP,,seed,seed,seed,seed,live,,use,2016_March,2016_March,10.398,28.772,10270.024,19.908,39.777,4584.538,2987.791,210.425,612.709,4190.757,4309.92,43.473,51.2,4.639,,,,,,,,,,,,,,
MQ_624_seed_pod,,670.6,,GRSP,,9,GRSP,,seed_pod,reproductive,seed_pod,seed_pod,live,,use,2016_March,2016_March,14.504,18.756,3986.426,2.274,14.944,6883.087,3247.144,22.835,1330.031,72.266,1156.335,9.336,47,0.4328,,,,,,,,,,,,,,
MQ_625_bract,,151.6,,HATE,,9,HATE,,bract,reproductive,bract,bract,live,,use,2016_March,2016_March,95.118,26.47,3225.711,2.242,20.858,1943.282,2993.841,4.468,449.118,164.333,1000.333,2.174,47.1,1.21,,,,,,,,,,,,,,
MQ_626_bud,,402.2,,HATE,,9,HATE,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,74.681,24.922,5802.915,2.831,19.585,1786.99,4342.749,6.674,636.392,446.148,1597.059,13.623,48.22,0.9973,,,,,,,,,,,,,,
MQ_627_fruit_seed_immature,,188.3,,HATE,,9,HATE,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,27.013,9.098,3690.107,4.866,18.731,9286.394,3942.831,39.694,3780.292,953.22,2751.647,12.97,42.43,4.905,,,,,,,,,,,,,,
MQ_628_petals,,211,,HATE,,9,HATE,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,37.243,44.746,5049.379,5.897,42.931,7503.69,5291.435,11.528,2397.759,1357.587,2227.503,53.765,41.73,1.79,,,,,,,,,,,,,,
MQ_629_seed,MQ_1629_seed,127.6,158.1,HATE,,9,HATE,HATE,seed,seed,seed,seed,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,30.535,16.59,14987.7,65.76,171.621,7572.602,7989.749,243.201,158.144,21455.457,8676.499,137.499,42.75,7.812,,,,,,,,,,,,,8 seeds,
MQ_630_seed_pod,,993.9,,HATE,,9,HATE,,seed_pod,reproductive,seed_pod,seed_pod,live,,use,2016_March,2016_March,47.298,40.638,3696.578,2.41,24.417,6231.782,5931.558,46.057,3159.662,146.694,4149.592,3.747,43.6,0.3692,,,,,,,,,,,,,,
MQ_631_aborted_fruit_seed,MQ_1631_aborted_fruit_seed,109,237.4,HEPU,,9,HEPU,HEPU,aborted_fruit_seed,reproductive,aborted_fruit_seed,fruit_seed_immature,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,126.204,62.123,6750.162,24.333,38.508,5155.736,4106.156,36.159,632.111,1546.338,1846.982,73.375,48.1,1.525,,,,,,,,,,,,,,
MQ_632_bud,MQ_1632_bud,129,200.7,HEPU,,9,HEPU,HEPU,bud,reproductive,bud,bud,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,56.1,51.591,4362.046,13.363,36.948,7839.894,3579.791,50.002,1636.404,758.258,1636.367,23.819,47.01,1.082,,,,,,,,,,,,,,
MQ_633_calyx,MQ_1633_calyx,123.8,199.5,HEPU,,9,HEPU,HEPU,calyx,reproductive,calyx,calyx,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,47.047,39.696,3349.96,13.336,48.853,6143.706,4288.547,29.075,2802.226,302.842,1517.647,26.46,46.5,0.7289,,,,,,,,,,,,,,
MQ_635_petals,MQ_1635_petals,123.5,209.4,HEPU,,9,HEPU,HEPU,petals,reproductive,petals,petals,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,40.377,61.777,3248.03,9.072,62.162,10300.819,3181.159,37.276,1722.057,493.743,1451.192,10.414,43.37,0.7705,,,,,,,,,,,,,,
MQ_636_bud,,205.6,,LEES,,9,LEES,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,35.631,28.834,25337.519,11.898,30.099,2802.907,2526.221,173.022,323.898,518.666,1362.606,27.253,48.59,1.046,,,,,,,,,,,,,,
MQ_637_calyx,,148.3,,LEES,,9,LEES,,calyx,reproductive,calyx,calyx,live,,use,2016_March,2016_March,50.965,30.922,19866.997,12.203,70.309,4657.922,1123.769,53.61,870.201,371.243,1384.901,23.847,46.25,0.9374,,,,,,,,,,,,,,
MQ_638_fruit_immature,,128.8,,LEES,,9,LEES,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,insufficient_sample_for_CN,,2016_March,12.209,16.782,15582.595,15.227,19.348,5297.058,2062.824,87.5,350.551,745.36,1447.214,17.399,45,1,CN dummy number,,,,,,,,,,,,,
MQ_639_fruit_mature,,110,,LEES,,9,LEES,,fruit_mature,seed,fruit_mature,fruit_mature,live,,insufficient_sample_for_CN,,2016_March,2.95,10.474,13933.982,10.365,14.188,4074.94,1333.173,43.729,299.954,249.106,849.404,4.467,45,5,CN dummy number,,,,,,,,,,,,,
MQ_641_bud,,404.4,,PELA,,9,PELA,,bud,reproductive,bud,bud,live,,use,2016_March,2016_March,45.971,27.818,3038.875,5.841,48.899,6736.904,3580.038,38.728,1691.851,948.749,1213.444,46.802,45.15,1.011,,,,,,,,,,,,,,
MQ_642_fruit_seed_immature,,208.3,,PELA,,9,PELA,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,4.794,15.445,6471.101,7.367,15.337,7006.011,4646.843,86.653,1756.296,807.253,1356.831,30.273,45.2,1.118,,,,,,,,,,,,,,
MQ_643_petals,,171.6,,PELA,,9,PELA,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,31.16,24.134,2712.975,5.335,46.749,8475.635,3532.587,40.961,2225.559,697.29,1438.71,23.143,44.14,0.9678,,,,,,,,,,,,,,
MQ_644_seed,,293,,PELA,,9,PELA,,seed,seed,seed,seed,live,,use,2016_March,2016_March,5.416,2.552,1885.005,3.596,9.469,3600.519,1191.213,23.52,779.537,335.727,689.578,16.559,46.54,0.5546,,,,,,,,,,,,,,
MQ_645_seed_pod,,337.5,,PELA,,9,PELA,,seed_pod,reproductive,seed_pod,seed_pod,live,,use,2016_March,2016_March,8.094,9.738,705.229,3.064,9.548,9519.991,2615.226,13.595,1665.487,514.554,975.966,17.881,46.5,0.647,,,,,,,,,,,,,,
MQ_646_cone,,1702.1,,PEPU,,9,PEPU,,cone,reproductive,cone,cone,live,,use,2016_March,2016_March,46.744,15.709,401.724,2.808,91.696,4149.139,701.774,12.117,3193.762,67.63,730.032,17.695,45.02,0.2401,,,,,,,,,,,,,single cone,
MQ_647_fruit_immature,,208.4,,PEPU,,9,PEPU,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,11.604,11.321,1228.715,2.122,25.72,823.55,842.098,31.689,587.105,83.542,426.37,3.214,42.38,0.7377,,,,,,,,,,,,,,
MQ_648_fruit_mature,,156.8,,PEPU,,9,PEPU,,fruit_mature,seed,fruit_mature,fruit_mature,live,,use,2016_March,2016_March,12.553,25.656,1267.224,14.723,43.029,2843.549,1928.157,44.242,542.269,4358.215,4145.083,32.907,44.38,4.789,,,,,,,,,,,,,20 fruit,
MQ_649_petals,,152,,PEPU,,9,PEPU,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,25.578,22.309,1946.068,4.787,62.441,5148.314,1657.045,29.906,3834.191,393.438,987.895,9.077,45.79,0.6898,,,,,,,,,,,,,,
MQ_650_bract,,162.7,,PHPH,,9,PHPH,,bract,reproductive,bract,bract,live,,use,2016_March,2016_March,2.488,12.554,2067.55,2.847,26.944,4053.439,2638.073,22.293,2742.416,315.796,1023.828,7.59,49.64,1.409,,,,,,,,,,,,,,
MQ_651_calyx,,138.8,,PHPH,,9,PHPH,,calyx,reproductive,calyx,calyx,live,,use,2016_March,2016_March,7.579,29.315,1649.994,5.819,46.631,3936.095,1375.662,14.061,2649.614,335.749,727.847,11.632,49.28,1.578,,,,,,,,,,,,,,
MQ_652_fruit_seed_immature,,153.4,,PHPH,,9,PHPH,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,36.481,123.371,1999.949,8.783,57.181,7055.233,1939.656,24.357,1969.025,1233.591,1459.411,17.228,42.26,2.648,,,,,,,,,,,,,,
MQ_653_petals,,216.1,,PHPH,,9,PHPH,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,28.404,96.594,1057.141,6.567,46.755,7694.972,1871.293,14.439,2453.565,587.78,1045.639,11.492,42.59,1.811,,,,,,,,,,,,,,
MQ_654_seed,,139.5,,PHPH,,9,PHPH,,seed,seed,seed,seed,live,,insufficient_sample_for_CN,,2016_March,3.087,43.305,2377.084,16.836,66.916,10327.532,1503.943,40.904,1066.548,3132.727,2831.265,36.627,45,5,CN dummy number,,,,,,,,,,,,46 seeds,
MQ_655_seed_pod,,132.3,,PHPH,,9,PHPH,,seed_pod,reproductive,seed_pod,seed_pod,live,,insufficient_sample_for_CN,,2016_March,7.969,44.26,2577.741,3.773,37.416,3047.745,816.734,38.403,1309.72,115.126,658.043,6.879,45,0.8,CN dummy number,,,,,,,,,,,,,
MQ_656_fruit_seed_immature,,143.8,,PILI,,9,PILI,,fruit_seed_immature,reproductive,fruit_seed_immature,fruit_seed_immature,live,,use,2016_March,2016_March,33.141,42.373,3061.863,13.669,62.038,7296.816,2868.879,89.149,1084.833,882.65,1457.096,35.915,43.69,1.671,,,,,,,,,,,,,,
MQ_657_green_parts,,139.5,,PILI,,9,PILI,,green_parts,reproductive,green_parts,green_parts,live,,use,2016_March,2016_March,57.118,49.471,6558.977,5.368,89.539,10928.681,4627.588,119.198,2738.624,372.291,1472.464,43.446,44.18,1.241,,,,,,,,,,,,,,
MQ_658_petals,,115.5,,PILI,,9,PILI,,petals,reproductive,petals,petals,live,,insufficient_sample_for_CN,,2016_March,48.329,73.848,2986.057,10.735,65.179,16389.729,3305.909,85.404,1969.867,550.468,1335.143,31.068,45,1.5,CN dummy number,,,,,,,,,,,,,
MQ_659_seed,,112.9,,PILI,,9,PILI,,seed,seed,seed,seed,live,,insufficient_sample_for_CN,,2016_March,6.01,42.385,2148.948,20.042,34.681,9058.762,2557.481,38.942,456.619,1605.863,1768.766,36.597,45,5,CN dummy number,,,,,,,,,,,,,
MQ_661_bract,MQ_1661_bract,111.9,153.6,PUTU,,9,PUTU,PUTU,bract,reproductive,bract,bract,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,122.523,26.157,2644.597,4.897,130.526,1055.021,1053.212,28.262,583.69,82.347,430.355,17.907,44.39,1.268,,,,,,,,,,,,,,
MQ_662_calyx,MQ_1662_calyx,107.4,176,PUTU,,9,PUTU,PUTU,calyx,reproductive,calyx,calyx,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,44.083,42.293,3926.628,7.755,91.641,6789.821,1425.714,20.122,2756.351,508.521,819.475,25.784,43.66,1.146,,,,,,,,,,,,,,
MQ_664_petals,,208.4,,PUTU,,9,PUTU,,petals,reproductive,petals,petals,live,,use,2016_March,2016_March,10.446,30.68,1924.875,4.913,68.791,7117.395,1213.482,35.865,2555.457,303.565,709.096,12.594,39.95,1.152,,,,,,,,,,,,,,
MQ_665_seed,MQ_1665_seed,116.1,148.2,PUTU,,9,PUTU,PUTU,seed,seed,seed,seed,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,4.252,34.534,4015.131,18.817,50.259,8731.83,1704.062,59.941,335.658,3516.527,2568.378,31.791,45.97,5.005,,,,,,,,,,,,,,
MQ_666_seed_pod,,144.8,,PUTU,,9,PUTU,,seed_pod,reproductive,seed_pod,seed_pod,live,,use,2016_March,2016_March,24.957,44.99,3640.221,5.962,49.482,267.037,685.43,22.359,228.177,64.72,403.352,18.675,45.71,0.6632,,,,,,,,,,,,,,
MQ_667_flower_stigma,,109.3,,HATE,,9,HATE,,flower_stigma,reproductive,flower_stigma,flower_stigma,live,,insufficient_sample_for_CN,,2016_March,62.861,83.836,4704.087,6.692,73.361,8536.183,3619.943,21.287,8051.559,907.761,2079.006,31.754,45,1,CN dummy number,,,,,,,,,,,,,
MQ_027_senescent leaves,,279.2,,COER,Waratah2011,2.4,COER,,senescent_leaves,senescent_leaves,leaves,leaves,dead,,round2_N&P,2016_Oct,2016_Oct,418.085,34.301,2715.721584,5.124,84.95,566.7950192,1508.62069,67.478,1637.993,90.734,733.8134444,192.585,47.69,0.508,,,,,,,,,,,,,,
MQ_0700_seeds_new_def,,198,,BAER,,9,BAER,,seed,seed,seed,seed,live,,round2_N&P,2016_Oct,2016_Oct,525.799,160.477,6495.602716,41.921,160.343,4967.695246,1971.561969,176.383,1862.395,8205.321,5366.857329,64.292,45.19,9.606,,,,,,,,,,,,,,
MQ_0701_seed_pod_new_def,,748,,BAER,,9,BAER,,seed_pod,reproductive,seed_pod,seed_pod,live,,round2_N&P,2016_Oct,2016_Oct,113.54,72.883,170.2173913,5.381,27.79,2363.038043,335.0296443,23.023,3582.937,101.506,436.693663,12.265,48.61,0.2003,,,,,,,,,,,,,,
MQ_111_senescent leaves,,164,,PILI,Waratah2011,2.4,PILI,,senescent_leaves,senescent_leaves,leaves,leaves,dead,,round2_N&P,2016_Oct,2016_Oct,177.489,61.394,12203.04217,3.555,47.732,4110.173193,6690.512048,429.111,1940.492,203.196,1413.058455,222.141,43.25,0.6773,,,,,,,,,,,,,,
MQ_112_senescent leaves,,167.5,,PILI,Wilunga2012,1.4,PILI,,senescent_leaves,senescent_leaves,leaves,leaves,dead,,round2_N&P,2016_Oct,2016_Oct,319.026,31.194,9551.13963,2.675,59.001,7305.485113,4967.402464,182.223,2963.942,115.35,2132.682718,247.127,43.96,0.601,,,,,,,,,,,,,,
MQ_602_finished_flower,,252.7,,COER,,9,COER,,finished_flower,reproductive,finished_flower,finished_flower,live,,round2_N&P,2016_Oct,2016_Oct,24.886,13.147,1866.506148,10.342,98.153,5033.215676,1376.280738,61.402,1730.89,822.077,951.5144539,22.956,45.37,1.144,,,,,,,,,,,,,,
MQ_606_petals,,318.5,,COER,,9,COER,,petals,reproductive,petals,petals,live,,round2_N&P,2016_Oct,2016_Oct,39.668,44.506,1708.344595,5.45,63.035,3739.238176,1519.425676,63.188,2388.663,399.909,758.3275642,7.85,50.41,0.8248,,,,,,,,,,,,,,
MQ_608_finished_flower,,178.4,,EPMI,,9,EPMI,,finished_flower,reproductive,finished_flower,finished_flower,live,,round2_N&P,2016_Oct,2016_Oct,47.03,70.068,10093.9039,13.055,30.485,4457.505005,1140.39039,354.044,802.825,449.214,1321.306273,22.87,49.49,0.7794,,,,,,,,,,,,,,
MQ_611_petals,,228.9,,EPMI,,9,EPMI,,petals,reproductive,petals,petals,live,,round2_N&P,2016_Oct,2016_Oct,23.706,21.829,2574.909274,5.22,33.624,7816.22631,1151.461694,134.305,904.487,199.409,684.5734446,8.938,45.56,0.5946,,,,,,,,,,,,,,
MQ_634_fruit_mature,,176.8,,HEPU,,9,HEPU,,fruit_mature,seed,fruit_mature,fruit_mature,live,,round2_N&P,2016_Oct,2016_Oct,13.961,19.993,2549.956284,21.105,24.999,2512.345902,2201.36612,29.381,600.878,1204.113,1079.878325,24.798,52.41,1.45,,,,,,,,,,,,,,
MQ_640_petals,,196.6,,LEES,,9,LEES,,petals,reproductive,petals,petals,live,,round2_N&P,2016_Oct,2016_Oct,17.724,30.59,6724.579741,3.383,65.037,5108.45097,1711.476293,94.256,610.866,104.192,863.3822813,12.212,50,0.4202,,,,,,,,,,,,,,
