"site","species","individual","start_end","age","aborted_ovule_count","accessory_costs","accessory_costs_using_seedweight","accessory_inv","all_leaf_and_repro_inv","all_leaf_inv","choosiness","cone_count","count_per_length","diameter","diameter_0","discarded_costs","discarded_inv","embryo_endo_costs","embryo_endo_inv","embryo_endo_size","flower_inv","fruit_costs","fruit_inv","gross_inv","growth_height","growth_inv","growth_leaf","growth_leaf_area","growth_leaf_neg","growth_leaf_pos","growth_leaf_prop_no_accessory","growth_shoot_length","growth_stem","growth_stem_area","growth_stem_diameter","height","height_0","inflorescence_count","leaf_area","leaf_area_0","leaf_inv_gross","leaf_replacement","leaf_repro_inv","leaf_shed","leaf_size","leaf_weight","leaf_weight_0","lifespan","LMA","lvs_end","lvs_end_count","lvs_end_length","mature","maturity","ovule_count","ovule_per_ovary","pack_disp_success_inv","packaging_dispersal_costs","packaging_dispersal_costs_temp","pollen_attract_costs","pollen_set","postpollen_aborted_costs","postpollen_aborted_count","postpollen_aborted_inv","postpollen_all_costs","postpollen_all_inv","postpollen_count","postpollen_temp_inv","prepollen_all_costs","prepollen_all_inv","prepollen_costs_from_pack_disp_tissues","prepollen_costs_from_seed_tissues","prepollen_count","prepollen_count_aborted_preflowering","prepollen_count_reach_flowering","prepollen_discarded_costs","prepollen_discarded_inv","prepollen_inv_aborted_preflowering","prepollen_inv_from_aborted_dispersal","prepollen_inv_from_pack_disp_tissues","prepollen_partial_costs","prepollen_success_inv","prepollen_temp_inv","prop_accessory_vs_embryo_endo","prop_accessory_vs_propagule","prop_discarded_vs_all_repro","prop_embryo_endo_vs_all_repro","prop_embryo_endo_vs_success","prop_endo","prop_leaf_expand","prop_leaf_loss","prop_leaf_replacement","prop_pack_disp_vs_all_repro","prop_pack_disp_vs_success","prop_pollen_attract_vs_all_repro","prop_pollen_attract_vs_success","prop_postpollen_all_vs_all_repro","prop_postpollen_discarded","prop_postpollen_discarded_vs_all_repro","prop_postpollen_success","prop_prepollen_all_vs_all_repro","prop_prepollen_discarded","prop_prepollen_discarded_vs_all_repro","prop_prepollen_success","prop_propagule_vs_all_repro","prop_provisioning_vs_success","prop_repro","prop_success","prop_surplus","propagule_costs","propagule_costs_temp","propagule_inv","provisioning_costs","RA","RA_max_1","replace_leaf_prop_no_accessory","repro_and_leaf_growth_prop_surplus","repro_costs","repro_inv","repro_prop_all_leaf","reproducing","scaled_ovule_count","scaled_pollen_attract_costs","scaled_provisioning_costs","scaled_reach_flowering_count","scaled_repro_inv","scaled_seed_count","seed_coat_costs","seed_count","seed_prop_all","seed_prop_all_acc","seed_prop_surplus","seed_prop_veg","seed_size","seed_size_source","seedset","shoot_leaf_count","shoot_leaf_count_new","shoot_leaf_count_new_and_shed_count","shoot_leaf_count_start","shoot_length_start","stem_area","stem_weight","stem_weight_0","stop_at_flower_count","success_costs","success_inv","surplus_inv","total_inv","total_weight","total_weight_0","wood_density","zygote_set"
"Basin2005","EPMI","EPMI_005","end",7,120,0.138621011413768,0.132259380328497,126.838225443598,320.598924349316,180.822672744091,1.13114754098361,0,1.17661612047083,2.18333333333333,1.67,0.0411664098069547,37.6672649733636,0.0141399193023256,12.9380261616279,0.02,94.2812244897959,0.0965144714766601,88.310741401144,803.977859022913,43,518.576697544107,35.1977628705104,2.66649718715988,0,35.1977628705104,0.0710869466873408,78,483.378934673597,1.55355247378519,0.513333333333334,490,447,0,28.6666666666667,26.0001694795068,180.822672744091,145.62490987358,174.974014475736,145.62490987358,0.0654694823232323,378.4,343.20223712949,40,0.0132,180.077015058854,33,125,TRUE,2.4,1035,15,5.82089244302326,0.00636163108527132,0.0491428571428571,0.091092970521542,0.985507246376812,0.0292197907221623,105,26.7361085107785,0.0497213411097593,45.4950271154297,1020,95.620741401144,0.103039589606334,94.2812244897959,0.0491428571428571,0,15,0,1035,0.0119466190847924,10.931156462585,0,5.16,50.8628571428571,0.0419501133786848,83.3500680272109,44.1555102040816,0.907437593918535,0.865793234621625,0.269482580486908,0.0925624060814649,0.126708006693612,0.6897,0.217635364596215,0.424312239604185,0.398765862456642,0.0416443592969096,0.057006661558689,0.596310654134717,0.816285331747699,0.325484669913189,0.587671009469757,0.191277904534814,0.412328990530243,0.674515330086811,0.115942028985507,0.0782046759520941,0.884057971014493,0.134206765378375,0.183714668252301,0.173855846944713,0.730517419513092,0.545772306725174,0.0205015503875969,0.0205015503875969,18.7589186046512,0.0205015503875969,0.212312030782018,0.798840056473692,0.28614585426275,0.545772306725174,0.152760930716094,139.776251605226,0.435984780326115,TRUE,39.8074328252276,0.00350355295158137,0.000788516028857278,39.8074328252276,5.37597463414216,35.1920782947664,0.00636163108527132,915,0.0191068806491777,0.0160925155045335,0.0739425577014583,0.0160925155045335,0.0205015503875969,"Wenk",0.884057971014493,271.853072455578,91.7760573967246,0,312.803271924769,165,3.74394941168434,883.9,400.521065326404,15,0.111594520909139,102.108986631862,174.974014475736,658.352949149333,1262.3,743.723302455893,0.725,0.897058823529412
"Basin2005","EPMI","EPMI_006","end",7,427,0.161724562254365,0.155362931169094,163.826981563672,360.906348081443,182.755628264515,1.42152023692004,0,1.17661612047083,2.13666666666667,1.51666666666667,0.0642699606475521,65.1054701359703,0.0141399193023256,14.3237382532558,0.02,131.17387755102,0.0945293281653747,95.7582094315245,815.173243074252,65,481.827933942418,27.5610389496094,2.08795749618253,0,27.5610389496094,0.0643049322271805,82,454.266894992809,1.77897919997278,0.62,460,395,0,22.4469696969697,20.3590122007872,182.755628264515,155.194589314906,205.711758766537,155.194589314906,0.0654694823232323,296.3,268.738961050391,40,0.0132,111.778531444729,0,95,TRUE,2.4,1440,15,6.44433228937986,0.00636163108527133,0.0491428571428572,0.0910929705215419,0.988505747126437,0.0324661379816984,277,32.8881977754605,0.0529676883692954,53.6562683180962,1290,117.050554032382,0.122896793187396,124.494451498832,0.0491428571428571,0,150,135,1305,0.0318038226658537,32.2172723605098,5.61812496821953,13.6125714285714,64.1314285714286,0.0419501133786848,92.277179138322,61.1001657845461,0.919597640312791,0.883424155883415,0.365451625471254,0.0804023596872089,0.126708006693612,0.6897,0.252353423660889,0.577491959886701,0.442735763407005,0.0361734844293765,0.0570066615586891,0.51797253041216,0.816285331747699,0.301184684368577,0.612942323541509,0.184608840251991,0.387057676458491,0.698815315631423,0.25878480504661,0.180842785219263,0.74121519495339,0.116575844116585,0.183714668252301,0.218543384894566,0.634548374528746,0.569986534900505,0.0205015503875969,0.0205015503875969,20.7680705426357,0.0205015503875969,0.269934063476375,0.866021081561563,0.302572346175307,0.569986534900505,0.175864481556691,178.150719816928,0.493620355430063,TRUE,70.7303471208845,0.00447433154532025,0.00100700123293822,64.0993770783016,8.75045989756025,49.7568344676778,0.00636163108527132,1013,0.0219909733112411,0.017571403839553,0.0696301384964184,0.017571403839553,0.0205015503875969,"Wenk",0.703472222222222,208.261053323337,96.4825218786079,0,264.559536937461,87,3.58561314194341,712.7,258.433105007191,15,0.111594520909139,113.045249680958,205.711758766537,659.978653759346,1009,527.172066057582,0.725,0.785271317829457
"Basin2005","EPMI","EPMI_007","end",7,3885,0.775212662410907,0.768851031325636,290.70474840409,672.037851692648,376.030633550185,11.36,0,1.17661612047083,3.36,2.68666666666667,0.677758060804094,254.159272801535,0.0141399193023256,5.30246973837209,0.02,388.056054421769,0.0974246273106738,36.5342352415027,1731.23213336623,-30,1138.21251517913,79.0182335055458,5.9862298110262,0,79.0182335055458,0.0585346062311297,35,1059.19428167358,3.19768753574889,0.673333333333333,400,430,0,64.3560606060606,58.3698307950344,376.030633550185,297.01240004464,375.025451648008,297.01240004464,0.0654694823232323,849.5,770.481766494454,40,0.0132,156.900398938383,11,124,TRUE,2.4,4260,15,2.38561165697674,0.00636163108527131,0.0491428571428571,0.091092970521542,0.8,0.0433421245421245,285,16.2532967032967,0.0638436749297214,23.9413780986455,660,56.3756638129313,0.725508906783511,272.065840043817,0.0491428571428571,0,3600,3435,825,0.634415936261969,237.905976098238,196.914139363545,14.0057142857143,40.5428571428571,0.0419501133786848,34.1598639455782,239.631554329531,0.98208668771104,0.974027385400958,0.858625253790985,0.0179133122889595,0.126708006693612,0.6897,0.216623435078463,0.38548920034278,0.388184714655179,0.00805930231008284,0.0570066615586889,0.115402131609972,0.816285331747699,0.0808810617824969,0.678878911494916,0.0549084471834546,0.321121088505084,0.919118938217503,0.874442657188875,0.803716806607531,0.125557342811125,0.0259726145990424,0.183714668252301,0.170980663099698,0.141374746209015,0.558042155964042,0.0205015503875969,0.0205015503875969,7.68808139534884,0.0205015503875969,0.20638902900668,0.789299011151619,0.26471770496649,0.558042155964042,0.789352581713233,296.007218142462,0.440462121883336,TRUE,72.9829081560813,0.00156061734770852,0.000351235391782924,14.1340139034664,5.07123652939634,6.42455177430293,0.00636163108527132,375,0.00368092255220226,0.00306283001347826,0.0141389596761259,0.00306283001347826,0.0205015503875969,"Wenk",0.0880281690140845,156.900398938383,0,0,255.32569814217,209,8.86683110549183,2211.4,1152.20571832642,165,0.111594520909139,41.8479453409271,375.025451648008,1434.21973332159,3060.9,1922.68748482087,0.725,0.568181818181818
"Waratah2011","EPMI","EPMI_101","end",1.4,0,0,0,0,321.001115427226,321.001115427226,0,0,1.17661612047083,1.87,0.67,0,0,0,0,0.02,0,0,0,524.440874135994,135,435.155167820241,231.715409111473,21.8599442557993,0,231.715409111473,0.44183323714655,136,203.439758708768,2.39389360203542,1.2,192,57,0,33.0188679245283,11.158923668729,321.001115427226,89.2857063157537,231.715409111473,89.2857063157537,0.0528038636267947,350,118.284590888527,40,0.0106,15,15,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.44183323714655,0.754838019433127,0.612082564990895,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.721852348715606,0,0,0,0,0,0,0.612082564990895,0.721852348715606,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,175.019792384033,160.019792384033,0,61.1840382644831,57,2.74645883758454,213.1,9.6602412912319,0,0,0,231.715409111473,435.155167820241,563.1,127.944832179759,0.725,0
"Waratah2011","EPMI","EPMI_101","end",1.4,0,0,0,0,321.001115427226,321.001115427226,0,0,1.17661612047083,1.87,0.67,0,0,0,0,0.02,0,0,0,524.440874135994,135,435.155167820241,231.715409111473,21.8599442557993,0,231.715409111473,0.44183323714655,136,203.439758708768,2.39389360203542,1.2,192,57,0,33.0188679245283,11.158923668729,321.001115427226,89.2857063157537,231.715409111473,89.2857063157537,0.0528038636267947,350,118.284590888527,40,0.0106,15,15,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.44183323714655,0.754838019433127,0.612082564990895,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.721852348715606,0,0,0,0,0,0,0.612082564990895,0.721852348715606,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,175.019792384033,160.019792384033,0,61.1840382644831,57,2.74645883758454,213.1,9.6602412912319,0,0,0,231.715409111473,435.155167820241,563.1,127.944832179759,0.725,0
"Waratah2011","EPMI","EPMI_102","end",1.4,0,0,0,0,124.245001238378,124.245001238378,0,0,1.17661612047083,1.09,0.56,0,0,0,0,0.02,0,0,0,212.621831614293,84,179.341679552819,90.9648491769039,8.58158954499093,0,90.9648491769039,0.427824595838865,79,88.376830375915,0.686830693891069,0.53,132,48,0,12.9622641509434,4.38067460595247,124.245001238378,33.2801520614737,90.9648491769039,33.2801520614737,0.0528038636267947,137.4,46.4351508230962,40,0.0106,16,16,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.427824595838865,0.716701711344947,0.584347337689032,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.732140917302402,0,0,0,0,0,0,0.584347337689032,0.732140917302402,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,108.952673517195,92.9526735171954,0,56.4775737825997,48,0.933131557932508,101.7,13.323169624085,0,0,0,90.9648491769039,179.341679552819,239.1,59.7583204471811,0.725,0
"Waratah2011","EPMI","EPMI_102","end",1.4,0,0,0,0,124.245001238378,124.245001238378,0,0,1.17661612047083,1.09,0.56,0,0,0,0,0.02,0,0,0,212.621831614293,84,179.341679552819,90.9648491769039,8.58158954499093,0,90.9648491769039,0.427824595838865,79,88.376830375915,0.686830693891069,0.53,132,48,0,12.9622641509434,4.38067460595247,124.245001238378,33.2801520614737,90.9648491769039,33.2801520614737,0.0528038636267947,137.4,46.4351508230962,40,0.0106,16,16,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.427824595838865,0.716701711344947,0.584347337689032,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.732140917302402,0,0,0,0,0,0,0.584347337689032,0.732140917302402,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,108.952673517195,92.9526735171954,0,56.4775737825997,48,0.933131557932508,101.7,13.323169624085,0,0,0,90.9648491769039,179.341679552819,239.1,59.7583204471811,0.725,0
"Waratah2011","EPMI","EPMI_104","end",1.4,0,0,0,0,105.268265704174,105.268265704174,0,0,1.17661612047083,1.03333333333333,0.64,0,0,0,0,0.02,0,0,0,150.346895526669,110,119.690991556389,74.6123617338942,7.03890205036738,0,74.6123617338942,0.496268057099052,108,45.0786298224947,0.516931617855681,0.393333333333333,157,47,0,10.6320754716981,3.59317342133074,105.268265704174,30.6559039702803,74.6123617338942,30.6559039702803,0.0528038636267947,112.7,38.0876382661058,40,0.0106,9.41292896376662,0,8,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.496268057099052,0.804878048780488,0.700169200936388,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.708783043349173,0,0,0,0,0,0,0.700169200936388,0.708783043349173,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,136.487469974616,127.074541010849,0,48.2412609393039,47,0.838630705583275,58.7,13.6213701775053,0,0,0,74.6123617338942,119.690991556389,171.4,51.7090084436111,0.725,0
"Waratah2011","EPMI","EPMI_104","end",1.4,0,0,0,0,105.268265704174,105.268265704174,0,0,1.17661612047083,1.03333333333333,0.64,0,0,0,0,0.02,0,0,0,150.346895526669,110,119.690991556389,74.6123617338942,7.03890205036738,0,74.6123617338942,0.496268057099052,108,45.0786298224947,0.516931617855681,0.393333333333333,157,47,0,10.6320754716981,3.59317342133074,105.268265704174,30.6559039702803,74.6123617338942,30.6559039702803,0.0528038636267947,112.7,38.0876382661058,40,0.0106,9.41292896376662,0,8,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.496268057099052,0.804878048780488,0.700169200936388,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.708783043349173,0,0,0,0,0,0,0.700169200936388,0.708783043349173,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,136.487469974616,127.074541010849,0,48.2412609393039,47,0.838630705583275,58.7,13.6213701775053,0,0,0,74.6123617338942,119.690991556389,171.4,51.7090084436111,0.725,0
"Waratah2011","EPMI","EPMI_105","end",1.4,0,0,0,0,99.4384080104404,99.4384080104404,0,0,1.17661612047083,1.01333333333333,0.62,0,0,0,0,0.02,0,0,0,147.825263022866,101,136.173892864372,87.7870378519465,8.28179602376854,0,87.7870378519465,0.593856801312556,103,48.3868550124256,0.504574686751561,0.393333333333333,153,52,0,12.5094339622642,4.22763793849561,99.4384080104404,11.6513701584939,87.7870378519465,11.6513701584939,0.0528038636267947,132.6,44.8129621480535,40,0.0106,43.5347964574206,0,37,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.593856801312556,0.26,0.672675332869586,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.882828271373064,0,0,0,0,0,0,0.672675332869586,0.882828271373064,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,164.726256865916,121.191460408495,0,58.8308060235414,52,0.80648174076154,62.3,13.9131449875744,0,0,0,87.7870378519465,136.173892864372,194.9,58.7261071356279,0.725,0
"Waratah2011","EPMI","EPMI_105","end",1.4,0,0,0,0,99.4384080104404,99.4384080104404,0,0,1.17661612047083,1.01333333333333,0.62,0,0,0,0,0.02,0,0,0,147.825263022866,101,136.173892864372,87.7870378519465,8.28179602376854,0,87.7870378519465,0.593856801312556,103,48.3868550124256,0.504574686751561,0.393333333333333,153,52,0,12.5094339622642,4.22763793849561,99.4384080104404,11.6513701584939,87.7870378519465,11.6513701584939,0.0528038636267947,132.6,44.8129621480535,40,0.0106,43.5347964574206,0,37,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.593856801312556,0.26,0.672675332869586,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.882828271373064,0,0,0,0,0,0,0.672675332869586,0.882828271373064,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,164.726256865916,121.191460408495,0,58.8308060235414,52,0.80648174076154,62.3,13.9131449875744,0,0,0,87.7870378519465,136.173892864372,194.9,58.7261071356279,0.725,0
"Waratah2011","EPMI","EPMI_106","end",1.4,0,0,0,0,161.6,161.6,0,0,1.17661612047083,1.07666666666667,0.32,0,0,0,0,0.02,0,0,0,260.938648765131,126,206.324963372028,106.986314606897,10.0930485478205,0,106.986314606897,0.410005628193449,133,99.3386487651308,0.830017505724683,0.756666666666667,154,28,0,15.2452830188679,5.15223447104744,161.6,54.6136853931029,106.986314606897,54.6136853931029,0.0528038636267947,161.6,54.6136853931029,40,0.0106,0,0,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.410005628193449,1,0.61930266277057,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.662044026032779,0,0,0,0,0,0,0.61930266277057,0.662044026032779,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,147.37055057697,147.37055057697,0,32.9452513731832,28,0.910442277656582,101.8,2.46135123486921,0,0,0,106.986314606897,206.324963372028,263.4,57.0750366279721,0.725,0
"Waratah2011","EPMI","EPMI_106","end",1.4,0,0,0,0,153.311448066601,153.311448066601,0,0,1.17661612047083,1.07666666666667,0.32,0,0,0,0,0.02,0,0,0,252.650096831732,126,206.324963372028,106.986314606897,10.0930485478205,0,106.986314606897,0.423456455978132,133,99.3386487651308,0.830017505724683,0.756666666666667,154,28,0,15.2452830188679,5.15223447104744,153.311448066601,46.3251334597039,106.986314606897,46.3251334597039,0.0528038636267947,161.6,54.6136853931029,40,0.0106,5,5,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.423456455978132,0.848233059649079,0.606813335871026,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.6978364365877,0,0,0,0,0,0,0.606813335871026,0.6978364365877,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,161.48994402262,156.48994402262,0,32.9452513731832,28,0.910442277656582,101.8,2.46135123486921,0,0,0,106.986314606897,206.324963372028,263.4,57.0750366279721,0.725,0
"Waratah2011","EPMI","EPMI_108","end",1.4,0,0,0,0,206.36247021777,206.36247021777,0,0,1.17661612047083,1.74,0.73,0,0,0,0,0.02,0,0,0,362.197618927899,84,313.335422503327,157.500273793198,14.8585163955847,0,157.500273793198,0.434846242941622,78,155.835148710129,1.95933279822761,1.01,128,44,0,22.4433962264151,7.58487983083036,206.36247021777,48.8621964245717,157.500273793198,48.8621964245717,0.0528038636267947,237.9,80.3997262068019,40,0.0106,18,18,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.434846242941622,0.607740831093003,0.569751040408826,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.763221498691073,0,0,0,0,0,0,0.569751040408826,0.763221498691073,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,109.776057396725,91.7760573967246,0,45.8880286983623,44,2.37787147950211,168.1,12.2648512898709,0,0,0,157.500273793198,313.335422503327,406,92.6645774966727,0.725,0
"Waratah2011","EPMI","EPMI_108","end",1.4,0,0,0,0,199.354130266163,199.354130266163,0,0,1.17661612047083,1.74,0.73,0,0,0,0,0.02,0,0,0,355.189278976292,84,313.335422503327,157.500273793198,14.8585163955847,0,157.500273793198,0.443426316940469,78,155.835148710129,1.95933279822761,1.01,128,44,0,22.4433962264151,7.58487983083036,199.354130266163,41.853856472965,157.500273793198,41.853856472965,0.0528038636267947,237.9,80.3997262068019,40,0.0106,22,22,0,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.443426316940469,0.520572126891449,0.561261676705815,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.790052724681025,0,0,0,0,0,0,0.561261676705815,0.790052724681025,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,109.069592914841,87.0695929148413,0,45.8880286983623,44,2.37787147950211,168.1,12.2648512898709,0,0,0,157.500273793198,313.335422503327,406,92.6645774966727,0.725,0
"Waratah2011","EPMI","EPMI_109","end",1.4,0,0,0,0,130.699356079768,130.699356079768,0,0,1.17661612047083,1.34666666666667,0.665,0,0,0,0,0.02,0,0,0,252.644371536115,182,235.286952713158,113.341937256812,10.6926355902653,0,113.341937256812,0.448622451264899,182,121.945015456347,1.0770055931591,0.681666666666667,242,60,0,16.1509433962264,5.45830780596115,130.699356079768,17.3574188229565,113.341937256812,17.3574188229565,0.0528038636267947,171.2,57.8580627431882,40,0.0106,41.181564216479,0,35,FALSE,2.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6897,0.448622451264899,0.3,0.517325421837411,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.867195835208531,0,0,0,0,0,0,0.517325421837411,0.867195835208531,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,252.972465901228,211.790901684749,0,58.8308060235414,60,1.42432829596753,138.2,16.2549845436534,0,0,0,113.341937256812,235.286952713158,309.4,74.1130472868416,0.725,0
"Waratah2011","EPMI","EPMI_151","end",2.4,45,0,0,1.87270832273984,190.793634639448,188.920926316708,0,0,1.17661612047083,1.66,1.01666666666667,0,1.87270832273984,0,0,0.02,0,0,0,400.167504802269,109,285.752963014627,76.3790928518048,6.58440455619007,0,76.3790928518048,0.191765228988449,122,209.373870162822,1.35244691072415,0.643333333333333,245,136,0,19.5948275862069,13.0104230300168,188.920926316708,112.541833464903,78.2518011745447,112.541833464903,0.0575757530864198,227.3,150.920907148195,40,0.0116,38,38,0,TRUE,2.4,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87270832273984,0,0,45,45,0,0,1.87270832273984,1.87270832273984,0,0,0,0,1.87270832273984,1,1,1,0,0,0.6897,0.195547615024889,0.74570074876633,0.476784427395529,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.00467981107977567,0,0.41013842690518,0,0,0,0,0.0065109220398595,0.0239318238638708,0.47432436473324,0.41013842690518,0,1.87270832273984,0.00981536059249983,TRUE,3.45876532194064,0,0,0,0.143939080106715,0,0,0,0,0,0,0,0,"Wenk",0,181.547166697441,143.547166697441,0,149.430247299795,92,2.16424317905801,271.9,62.5261298371782,0,0,0,78.2518011745447,287.625671337366,499.2,213.447036985373,0.725,0
"Waratah2011","EPMI","EPMI_152","end",2.4,495,0.486006368056584,0.479644736971313,51.0306686459413,402.550276432479,350.034916259794,5.71428571428571,0,1.17661612047083,1.98333333333333,1.48333333333333,0.388551766449771,40.7979354772259,0.0141399193023256,1.48469152674419,0.02,54.6557823129252,0.0965144714766601,10.1340195050493,709.495670299715,92,444.750347578301,137.804953711065,11.879737388885,0,137.804953711065,0.211536900044764,122,306.945393867236,1.36135681655558,0.5,240,148,0,35.3534482758621,23.4737108869771,350.034916259794,212.229962548728,190.320313883751,212.229962548728,0.0575757530864198,410.1,272.295046288935,40,0.0116,35.2984836141248,0,30,TRUE,2.4,600,15,0.667971263953488,0.00636163108527132,0.0491428571428571,0.0910929705215419,0.266666666666667,0.0297952340142333,15,3.1284995714945,0.0502967844018302,5.28116236219217,120,11.178305219335,0.44984950295708,47.2341978104934,0.0491428571428571,0,480,150,450,0.358756532435538,37.6694359057315,6.24236107579948,0.737142857142857,22.1142857142857,0.0419501133786848,9.5647619047619,41.3370549533505,0.971728432941103,0.959008892186608,0.776876238553266,0.0282715670588966,0.126708006693612,0.6897,0.268247322500718,0.779411764705882,0.567375240306158,0.0127195407544956,0.057006661558689,0.182132653633341,0.816285331747699,0.100564146276941,0.592388447265211,0.0595730384635485,0.407611552734788,0.899435853723059,0.797503454104665,0.717303200089718,0.202496545895335,0.0409911078133922,0.183714668252301,0.0740178726538264,0.223123761446734,0.472786444392552,0.0205015503875969,0.0205015503875969,2.15266279069767,0.0205015503875969,0.105608247973101,0.275931449990999,0.533847063858635,0.472786444392552,0.50014628735891,52.5153601726855,0.130456649137326,TRUE,25.5605090685884,0.00388063783183421,0.00087338344100382,19.1703818014413,2.23719889989019,4.47308908700296,0.00636163108527132,105,0.00225477667456174,0.00209260125028952,0.00780101449207911,0.00209260125028952,0.0205015503875969,"Wenk",0.175,178.845650311566,143.547166697441,0,160.019792384033,68,3.08945094218646,531.6,224.654606132764,330,0.111594520909139,11.7174246954596,190.320313883751,497.265707750987,941.7,496.949652421699,0.725,0.875
