weight,individual,species,part,Census,count
12655.644,BAER_806,BAER,flower_petals,17,3694
8327.624603174603,BAER_806,BAER,flower_style,17,3694
17368.9,BAER_806,BAER,cone_green_04,17,3
1021.6199999999999,BAER_806,BAER,cone_base_green_04,17,3
435.1,BAER_807,BAER,flower_stigma,2,570
2055.6,BAER_807,BAER,flower_petals,2,600
1352.6190476190477,BAER_807,BAER,flower_style,2,600
573.5283954929578,BAER_807,BAER,seed,8,30
909.8393993538461,BAER_807,BAER,seed_pod,8,30
29695,BAER_807,BAER,cone_brown,9,1
1132.3913242742783,BAER_807,BAER,cone_base_brown,9,1
2638.0800000000004,BAER_901,BAER,flower_stigma,3,3456
12443.232,BAER_901,BAER,flower_petals,3,3632
8187.853968253969,BAER_901,BAER,flower_style,3,3632
560.9818181818182,BAER_901,BAER,fruit_young,7,2
10279.94148148148,BAER_901,BAER,seed,9,174
27391.27689043373,BAER_901,BAER,seed_pod,9,174
3610,BAER_901,BAER,cone_brown_no_expanded_follicles,9,1
194195.65333084218,BAER_901,BAER,cone_brown,9,3
6264.089235684207,BAER_901,BAER,cone_base_brown,9,4
316.02000000000004,BAER_902,BAER,flower_stigma,3,414
1418.364,BAER_902,BAER,flower_petals,3,414
933.3071428571428,BAER_902,BAER,flower_style,3,414
3323,BAER_902,BAER,cone_brown_no_expanded_follicles,7,1
357.12791389300054,BAER_902,BAER,cone_base_brown,7,1
5099.4,BAER_902,BAER,bud_just_opening,18,900
6112,BAER_902,BAER,cone_green_03,18,1
310.4895066424937,BAER_902,BAER,cone_base_green_03,18,1
1488.5000000000002,BAER_903,BAER,flower_stigma,3,1950
6735.5160000000005,BAER_903,BAER,flower_petals,3,1966
4432.081746031746,BAER_903,BAER,flower_style,3,1966
305.88181092957745,BAER_903,BAER,seed,8,16
485.2476796553846,BAER_903,BAER,seed_pod,8,16
59840,BAER_903,BAER,cone_brown,10,1
3201.8024976457946,BAER_903,BAER,cone_base_brown,10,1
175.4,BAER_903,BAER,cone_aborted,16,1
2093.0600000000004,BAER_905,BAER,flower_stigma,3,2742
9394.092,BAER_905,BAER,flower_petals,3,2742
6181.469047619047,BAER_905,BAER,flower_style,3,2742
15938.4,BAER_905,BAER,cone_brown_no_expanded_follicles,8,2
736.7,BAER_905,BAER,cone_base_brown,8,2
1204.5400000000002,BAER_906,BAER,flower_stigma,3,1578
5851.608,BAER_906,BAER,flower_petals,3,1708
3850.4555555555557,BAER_906,BAER,flower_style,3,1708
371.8,BAER_906,BAER,seed_aborted,8,8
2332.348808338028,BAER_906,BAER,seed,8,122
24629.895672147653,BAER_906,BAER,seed_pod,8,130
58070,BAER_906,BAER,cone_brown,8,1
955.4551798564224,BAER_906,BAER,cone_base_brown,8,1
4809.000000000001,BAER_907,BAER,flower_stigma,3,6300
21583.8,BAER_907,BAER,flower_petals,3,6300
14202.500000000002,BAER_907,BAER,flower_style,3,6300
30332.800000000003,BAER_907,BAER,cone_brown_no_expanded_follicles,8,5
1480.6,BAER_907,BAER,cone_base_brown,8,5
304.6,BAER_907,BAER,cone_aborted,14,2
12834.760165975105,BAER_907,BAER,bud_just_opening,18,2690
17150,BAER_907,BAER,cone_green_03,18,2
723.0315964847389,BAER_907,BAER,cone_base_green_03,18,2
92.4,BOLE_305,BOLE,bud_big,12,36
26.09807692,BOLE_305,BOLE,flower_petals,12,16
19.73,BOLE_305,BOLE,finished_flower,12,16
5.63897435897436,BOLE_305,BOLE,finished_flower_stigma,12,16
8.487179487,BOLE_305,BOLE,pedicel,12,16
104.69999999999999,BOLE_306,BOLE,bud_big,12,36
19.90865385,BOLE_306,BOLE,flower_petals,12,12
14.7975,BOLE_306,BOLE,finished_flower,12,12
4.22923076923077,BOLE_306,BOLE,finished_flower_stigma,12,12
6.474358973999999,BOLE_306,BOLE,pedicel,12,12
246.3,BOLE_307,BOLE,bud_mid,12,116
59,BOLE_307,BOLE,bud_big,12,20
32.05096154,BOLE_307,BOLE,flower_petals,12,28
34.5275,BOLE_307,BOLE,finished_flower,12,28
9.86820512820513,BOLE_307,BOLE,finished_flower_stigma,12,28
10.42307692,BOLE_307,BOLE,pedicel,12,28
115.3,BOLE_308,BOLE,bud_big,12,56
178.9807692,BOLE_308,BOLE,flower_petals,12,156
192.3675,BOLE_308,BOLE,finished_flower,12,156
54.980000000000004,BOLE_308,BOLE,finished_flower_stigma,12,156
58.20512821,BOLE_308,BOLE,pedicel,12,156
38.575410764872515,BOLE_313,BOLE,bud_small,10,48
243.1,BOLE_313,BOLE,bud_big,12,92
11.35384615,BOLE_313,BOLE,flower_petals,12,8
9.865,BOLE_313,BOLE,finished_flower,12,8
2.81948717948718,BOLE_313,BOLE,finished_flower_stigma,12,8
3.692307692,BOLE_313,BOLE,pedicel,12,8
32.2,BOLE_316,BOLE,bud_big,12,16
78.84615385,BOLE_316,BOLE,flower_petals,12,64
78.92,BOLE_316,BOLE,finished_flower,12,64
22.55589743589744,BOLE_316,BOLE,finished_flower_stigma,12,64
25.64102564,BOLE_316,BOLE,pedicel,12,64
38.4,BOLE_317,BOLE,bud_big,12,16
4.730769231,BOLE_317,BOLE,flower_petals,12,4
4.9325,BOLE_317,BOLE,finished_flower,12,4
1.40974358974359,BOLE_317,BOLE,finished_flower_stigma,12,4
1.538461538,BOLE_317,BOLE,pedicel,12,4
4.2,BOLE_101,BOLE,bud_small,18,8
180.01858356940508,BOLE_105,BOLE,bud_small,18,224
605.5,BOLE_105,BOLE,bud_mid,18,420
45.06666666666666,BOLE_110,BOLE,bud_mid,18,32
16.4,BOLE_111,BOLE,bud_mid,18,12
32.2,BOLE_112,BOLE,bud_mid,18,24
3.2146175637393766,BOLE_113,BOLE,bud_small,17,4
1.518018018018018,BOLE_113,BOLE,bud_tiny,17,4
22.502322946175635,BOLE_113,BOLE,bud_small,18,28
81.3,BOLE_113,BOLE,bud_mid,18,52
6.429235127478753,BOLE_114,BOLE,bud_small,16,8
213,BOLE_114,BOLE,bud_mid,18,192
12.023753213367609,BOLE_115,BOLE,bud_mid,17,8
54.10688946015424,BOLE_115,BOLE,bud_mid,18,36
266.93333333333334,BOLE_116,BOLE,bud_mid,17,208
541.0688946015424,BOLE_117,BOLE,bud_mid,17,360
289.3155807365439,BOLE_117,BOLE,bud_small,18,360
282.55820051413883,BOLE_117,BOLE,bud_mid,18,188
54.10688946015424,BOLE_119,BOLE,bud_mid,17,36
4.554054054054054,BOLE_119,BOLE,bud_tiny,17,12
18.035629820051412,BOLE_119,BOLE,bud_mid,18,12
28.41792228371134,BOLE_151,BOLE,pedicel,2,72
44.93708300438265,BOLE_151,BOLE,flower_petals,2,36
22.55589743589744,BOLE_151,BOLE,finished_flower_stigma,3,64
44.3925,BOLE_151,BOLE,finished_flower,3,36
6.203125,BOLE_151,BOLE,fruit_just_starting,4,5
62.325,BOLE_151,BOLE,late_finished_flower,4,36
74.25,BOLE_151,BOLE,late_flower_petals,4,36
17.24375,BOLE_151,BOLE,seed,5,3
18.557142857142857,BOLE_151,BOLE,seed_pod,5,3
7.59009009009009,BOLE_151,BOLE,bud_tiny,8,20
295.2484848484848,BOLE_151,BOLE,bud_mid,12,152
1579.4,BOLE_151,BOLE,bud_big,12,608
12.77307692,BOLE_151,BOLE,flower_petals,12,8
15.47307692,BOLE_151,BOLE,flower_calyx,12,8
4.153846154,BOLE_151,BOLE,pedicel,12,8
17.409608355091386,BOLE_152,BOLE,bud_big,1,8
2.81948717948718,BOLE_152,BOLE,finished_flower_stigma,1,8
9.865,BOLE_152,BOLE,finished_flower,1,8
23.681601903092783,BOLE_152,BOLE,pedicel,2,60
74.89513834063774,BOLE_152,BOLE,flower_petals,2,60
21.146153846153847,BOLE_152,BOLE,finished_flower_stigma,3,60
73.9875,BOLE_152,BOLE,finished_flower,3,60
120.2375321336761,BOLE_152,BOLE,bud_mid,11,80
201.10099009900992,BOLE_152,BOLE,bud_mid,12,104
959.2804347826087,BOLE_152,BOLE,bud_big,12,404
42.08313624678663,BOLE_153,BOLE,bud_mid,1,28
34.733016124536086,BOLE_153,BOLE,pedicel,2,88
84.88115678605612,BOLE_153,BOLE,flower_petals,2,68
27.490000000000002,BOLE_153,BOLE,finished_flower_stigma,3,78
83.8525,BOLE_153,BOLE,finished_flower,3,68
34.625,BOLE_153,BOLE,late_finished_flower,4,20
41.25,BOLE_153,BOLE,late_flower_petals,4,20
57.47916666666667,BOLE_153,BOLE,seed,5,10
61.85714285714285,BOLE_153,BOLE,seed_pod,5,10
160.73087818696882,BOLE_153,BOLE,bud_small,10,200
167.9,BOLE_153,BOLE,bud_mid,12,100
2257.4,BOLE_153,BOLE,bud_big,12,904
73.36634615,BOLE_153,BOLE,flower_petals,12,56
88.87467949,BOLE_153,BOLE,flower_calyx,12,56
23.85897436,BOLE_153,BOLE,pedicel,12,56
30.059383033419024,BOLE_154,BOLE,bud_mid,1,20
19.73641025641026,BOLE_154,BOLE,finished_flower_stigma,1,56
69.055,BOLE_154,BOLE,finished_flower,1,56
276.2853555360825,BOLE_154,BOLE,pedicel,2,700
539.2449960525918,BOLE_154,BOLE,flower_petals,2,432
193.13487179487183,BOLE_154,BOLE,finished_flower_stigma,3,548
532.71,BOLE_154,BOLE,finished_flower,3,432
463.975,BOLE_154,BOLE,late_finished_flower,4,268
552.75,BOLE_154,BOLE,late_flower_petals,4,268
873.6833333333334,BOLE_154,BOLE,seed,5,152
940.2285714285713,BOLE_154,BOLE,seed_pod,5,152
6785.3,BOLE_154,BOLE,bud_big,12,3248
249.2,BOLE_154,BOLE,bud_mid,12,180
6.0118766066838045,BOLE_155,BOLE,bud_mid,1,4
58.41461802762887,BOLE_155,BOLE,pedicel,2,148
164.76930434940306,BOLE_155,BOLE,flower_petals,2,132
47.93128205128206,BOLE_155,BOLE,finished_flower_stigma,3,136
162.7725,BOLE_155,BOLE,finished_flower,3,132
27.700000000000003,BOLE_155,BOLE,late_finished_flower,4,16
33,BOLE_155,BOLE,late_flower_petals,4,16
68.975,BOLE_155,BOLE,seed,5,12
74.22857142857143,BOLE_155,BOLE,seed_pod,5,12
383.0113838120105,BOLE_155,BOLE,bud_big,11,176
133.7,BOLE_155,BOLE,bud_mid,12,88
678.351724137931,BOLE_155,BOLE,bud_big,12,288
15.787734602061857,BOLE_156,BOLE,pedicel,2,40
24.965046113545917,BOLE_156,BOLE,flower_petals,2,20
12.335256410256411,BOLE_156,BOLE,finished_flower_stigma,3,35
24.6625,BOLE_156,BOLE,finished_flower,3,20
34.625,BOLE_156,BOLE,late_finished_flower,4,20
41.25,BOLE_156,BOLE,late_flower_petals,4,20
28.739583333333336,BOLE_156,BOLE,seed,5,5
30.928571428571423,BOLE_156,BOLE,seed_pod,5,5
3.036036036036036,BOLE_156,BOLE,bud_tiny,6,8
96.4385269121813,BOLE_156,BOLE,bud_small,10,120
107.77927927927928,BOLE_156,BOLE,bud_tiny,10,284
71.8,BOLE_156,BOLE,bud_mid,12,48
819.1000000000001,BOLE_156,BOLE,bud_big,12,408
48.25384615,BOLE_156,BOLE,flower_petals,12,52
77.7911052036383,BOLE_156,BOLE,flower_calyx,12,52
15.692307690000002,BOLE_156,BOLE,pedicel,12,52
72.14251928020565,BOLE_157,BOLE,bud_mid,1,48
18.326666666666668,BOLE_157,BOLE,finished_flower_stigma,1,52
64.1225,BOLE_157,BOLE,finished_flower,1,52
134.19574411752578,BOLE_157,BOLE,pedicel,2,340
349.5106455896428,BOLE_157,BOLE,flower_petals,2,280
113.13192307692309,BOLE_157,BOLE,finished_flower_stigma,3,321
345.27500000000003,BOLE_157,BOLE,finished_flower,3,280
103.87500000000001,BOLE_157,BOLE,late_finished_flower,4,60
123.75,BOLE_157,BOLE,late_flower_petals,4,60
109.21041666666667,BOLE_157,BOLE,seed,5,19
117.52857142857141,BOLE_157,BOLE,seed_pod,5,19
22.502322946175635,BOLE_157,BOLE,bud_small,10,28
24.047506426735218,BOLE_157,BOLE,bud_mid,10,16
120.2375321336761,BOLE_157,BOLE,bud_mid,11,80
121.4,BOLE_157,BOLE,bud_mid,12,92
2555.7,BOLE_157,BOLE,bud_big,12,1352
17.26730769,BOLE_157,BOLE,flower_petals,12,16
19.73,BOLE_157,BOLE,finished_flower,12,16
5.63897435897436,BOLE_157,BOLE,finished_flower_stigma,12,16
5.615384615,BOLE_157,BOLE,pedicel,12,16
34.81921671018277,BOLE_401,BOLE,bud_big,2,16
17.366508062268043,BOLE_401,BOLE,pedicel,5,44
54.92310144980102,BOLE_401,BOLE,flower_petals,5,44
15.507179487179489,BOLE_401,BOLE,finished_flower_stigma,6,44
54.2575,BOLE_401,BOLE,finished_flower,6,44
54.64864864864865,BOLE_401,BOLE,bud_tiny,16,144
18.216216216216218,BOLE_401,BOLE,bud_tiny,17,48
26.11441253263708,BOLE_402,BOLE,bud_big,3,12
45.78443034597938,BOLE_402,BOLE,pedicel,5,116
139.80425823585713,BOLE_402,BOLE,flower_petals,5,112
39.47282051282052,BOLE_402,BOLE,finished_flower_stigma,6,112
138.11,BOLE_402,BOLE,finished_flower,6,112
6.925000000000001,BOLE_402,BOLE,late_finished_flower,7,4
8.25,BOLE_402,BOLE,late_flower_petals,7,4
22.991666666666667,BOLE_402,BOLE,seed,9,4
24.74285714285714,BOLE_402,BOLE,seed_pod,9,4
15.18018018018018,BOLE_402,BOLE,bud_tiny,15,40
7.59009009009009,BOLE_402,BOLE,bud_tiny,16,20
16.6981981981982,BOLE_402,BOLE,bud_tiny,17,44
3.036036036036036,BOLE_403,BOLE,bud_tiny,2,8
19.287705382436258,BOLE_403,BOLE,bud_small,3,24
108.21377892030848,BOLE_403,BOLE,bud_mid,4,72
43.52402088772847,BOLE_403,BOLE,bud_big,5,20
11.27794871794872,BOLE_403,BOLE,finished_flower_stigma,6,32
4.554054054054054,BOLE_403,BOLE,bud_tiny,6,12
12.630187681649485,BOLE_403,BOLE,pedicel,6,32
39.46,BOLE_403,BOLE,finished_flower,6,32
39.94407378167347,BOLE_403,BOLE,flower_petals,6,32
65.27477477477477,BOLE_403,BOLE,bud_tiny,16,172
61.077733711048154,BOLE_403,BOLE,bud_small,17,76
6.429235127478753,BOLE_404,BOLE,bud_small,3,8
24.047506426735218,BOLE_404,BOLE,bud_mid,4,16
2.81948717948718,BOLE_404,BOLE,finished_flower_stigma,6,8
3.157546920412371,BOLE_404,BOLE,pedicel,6,8
9.865,BOLE_404,BOLE,finished_flower,6,8
9.986018445418367,BOLE_404,BOLE,flower_petals,6,8
34.407604224686175,BOLE_404,BOLE,flower_calyx,7,23
9.472640761237113,BOLE_404,BOLE,pedicel,7,24
24.6625,BOLE_404,BOLE,finished_flower,7,20
24.965046113545917,BOLE_404,BOLE,flower_petals,7,20
6.925000000000001,BOLE_404,BOLE,late_finished_flower,8,4
8.25,BOLE_404,BOLE,late_flower_petals,8,4
5.747916666666667,BOLE_404,BOLE,seed,10,1
6.185714285714285,BOLE_404,BOLE,seed_pod,10,1
7.59009009009009,BOLE_405,BOLE,bud_tiny,2,20
23.681601903092783,BOLE_405,BOLE,pedicel,5,60
54.92310144980102,BOLE_405,BOLE,flower_petals,5,44
15.859615384615386,BOLE_405,BOLE,finished_flower_stigma,6,45
54.2575,BOLE_405,BOLE,finished_flower,6,44
1.240625,BOLE_405,BOLE,fruit_just_starting,7,1
22.052830188679245,BOLE_405,BOLE,fruit_young,7,8
27.700000000000003,BOLE_405,BOLE,late_finished_flower,7,16
33,BOLE_405,BOLE,late_flower_petals,7,16
34.4875,BOLE_405,BOLE,seed,8,6
37.114285714285714,BOLE_405,BOLE,seed_pod,8,6
9.108108108108109,BOLE_405,BOLE,bud_tiny,15,24
25.716940509915013,BOLE_405,BOLE,bud_small,17,32
16.6981981981982,BOLE_407,BOLE,bud_tiny,3,44
6.0118766066838045,BOLE_407,BOLE,bud_mid,4,4
26.11441253263708,BOLE_407,BOLE,bud_big,5,12
67.88725878886598,BOLE_407,BOLE,pedicel,6,172
164.76930434940306,BOLE_407,BOLE,flower_petals,6,132
50.39833333333334,BOLE_407,BOLE,finished_flower_stigma,7,143
162.7725,BOLE_407,BOLE,finished_flower,7,132
66.15849056603773,BOLE_407,BOLE,fruit_young,8,24
69.25,BOLE_407,BOLE,late_finished_flower,8,40
82.5,BOLE_407,BOLE,late_flower_petals,8,40
28.739583333333336,BOLE_407,BOLE,seed,10,5
30.928571428571423,BOLE_407,BOLE,seed_pod,10,5
28.84234234234234,BOLE_407,BOLE,bud_tiny,15,76
16.073087818696884,BOLE_407,BOLE,bud_small,17,20
3.036036036036036,BOLE_407,BOLE,bud_tiny,17,8
104.45765013054832,BOLE_408,BOLE,bud_big,4,48
17.366508062268043,BOLE_408,BOLE,pedicel,5,44
34.95106455896428,BOLE_408,BOLE,flower_petals,5,28
12.335256410256411,BOLE_408,BOLE,finished_flower_stigma,6,35
34.5275,BOLE_408,BOLE,finished_flower,6,28
22.052830188679245,BOLE_408,BOLE,fruit_young,7,8
27.700000000000003,BOLE_408,BOLE,late_finished_flower,7,16
33,BOLE_408,BOLE,late_flower_petals,7,16
5.747916666666667,BOLE_408,BOLE,seed,8,1
6.185714285714285,BOLE_408,BOLE,seed_pod,8,1
18.216216216216218,BOLE_408,BOLE,bud_tiny,16,48
38.575410764872515,BOLE_408,BOLE,bud_small,17,48
52.2,BOLE_408,BOLE,bud_mid,17,56
32.14617563739377,BOLE_001,BOLE,bud_small,3,40
12.023753213367609,BOLE_001,BOLE,bud_mid,4,8
113.16245430809401,BOLE_001,BOLE,bud_big,5,52
108.9353687542268,BOLE_001,BOLE,pedicel,6,276
194.72735968565814,BOLE_001,BOLE,flower_petals,6,156
90.22358974358976,BOLE_001,BOLE,finished_flower_stigma,7,256
7.893867301030928,BOLE_001,BOLE,pedicel,7,20
167.705,BOLE_001,BOLE,finished_flower,7,136
7.048717948717949,BOLE_001,BOLE,finished_flower_stigma,8,20
24.6625,BOLE_001,BOLE,finished_flower,8,20
242.37500000000003,BOLE_001,BOLE,late_finished_flower,8,140
288.75,BOLE_001,BOLE,late_flower_petals,8,140
114.95833333333334,BOLE_001,BOLE,seed,10,20
123.7142857142857,BOLE_001,BOLE,seed_pod,10,20
6.072072072072072,BOLE_001,BOLE,bud_tiny,15,16
22.502322946175635,BOLE_001,BOLE,bud_small,18,28
30.059383033419024,BOLE_001,BOLE,bud_mid,18,20
6.0118766066838045,BOLE_002,BOLE,bud_mid,3,4
20.52405498268041,BOLE_002,BOLE,pedicel,5,52
39.94407378167347,BOLE_002,BOLE,flower_petals,5,32
14.449871794871797,BOLE_002,BOLE,finished_flower_stigma,6,41
39.46,BOLE_002,BOLE,finished_flower,6,32
2.48125,BOLE_002,BOLE,fruit_just_starting,7,2
34.625,BOLE_002,BOLE,late_finished_flower,7,20
41.25,BOLE_002,BOLE,late_flower_petals,7,20
51.73125,BOLE_002,BOLE,seed,9,9
55.671428571428564,BOLE_002,BOLE,seed_pod,9,9
22.502322946175635,BOLE_002,BOLE,bud_small,17,28
7.59009009009009,BOLE_002,BOLE,bud_tiny,17,20
25.806306306306308,BOLE_003,BOLE,bud_tiny,1,68
106.08237960339943,BOLE_003,BOLE,bud_small,3,132
156.30879177377892,BOLE_003,BOLE,bud_mid,4,104
17.409608355091386,BOLE_003,BOLE,bud_big,5,8
121.56555643587629,BOLE_003,BOLE,pedicel,5,308
179.7483320175306,BOLE_003,BOLE,flower_petals,5,144
86.69923076923078,BOLE_003,BOLE,finished_flower_stigma,6,246
55.2570711072165,BOLE_003,BOLE,pedicel,6,140
4.9325,BOLE_003,BOLE,finished_flower,6,4
49.341025641025645,BOLE_003,BOLE,finished_flower_stigma,7,140
172.63750000000002,BOLE_003,BOLE,finished_flower,7,140
526.3000000000001,BOLE_003,BOLE,late_finished_flower,7,304
627,BOLE_003,BOLE,late_flower_petals,7,304
356.37083333333334,BOLE_003,BOLE,seed,9,62
383.5142857142857,BOLE_003,BOLE,seed_pod,9,62
15.18018018018018,BOLE_003,BOLE,bud_tiny,17,40
22.502322946175635,BOLE_003,BOLE,bud_small,17,28
12.023753213367609,BOLE_004,BOLE,bud_mid,3,8
31.575469204123713,BOLE_004,BOLE,pedicel,5,80
39.94407378167347,BOLE_004,BOLE,flower_petals,5,32
19.73641025641026,BOLE_004,BOLE,finished_flower_stigma,6,56
39.46,BOLE_004,BOLE,finished_flower,6,32
55.132075471698116,BOLE_004,BOLE,fruit_young,7,20
83.10000000000001,BOLE_004,BOLE,late_finished_flower,7,48
99,BOLE_004,BOLE,late_flower_petals,7,48
22.991666666666667,BOLE_004,BOLE,seed,9,4
24.74285714285714,BOLE_004,BOLE,seed_pod,9,4
3.036036036036036,BOLE_004,BOLE,bud_tiny,15,8
3.036036036036036,BOLE_006,BOLE,bud_tiny,2,8
16.073087818696884,BOLE_006,BOLE,bud_small,3,20
12.023753213367609,BOLE_006,BOLE,bud_mid,4,8
60.93362924281985,BOLE_006,BOLE,bud_big,5,28
18.945281522474225,BOLE_006,BOLE,pedicel,5,48
39.94407378167347,BOLE_006,BOLE,flower_petals,5,32
14.449871794871797,BOLE_006,BOLE,finished_flower_stigma,6,41
7.893867301030928,BOLE_006,BOLE,pedicel,6,20
39.46,BOLE_006,BOLE,finished_flower,6,32
27.700000000000003,BOLE_006,BOLE,late_finished_flower,7,16
33,BOLE_006,BOLE,late_flower_petals,7,16
16.539622641509432,BOLE_006,BOLE,fruit_young,8,6
34.625,BOLE_006,BOLE,late_finished_flower,8,20
41.25,BOLE_006,BOLE,late_flower_petals,8,20
6.429235127478753,BOLE_006,BOLE,bud_small,10,8
120.70625,BOLE_006,BOLE,seed,10,21
129.89999999999998,BOLE_006,BOLE,seed_pod,10,21
24.047506426735218,BOLE_006,BOLE,bud_mid,11,16
38.575410764872515,BOLE_006,BOLE,bud_small,17,48
96.19002570694087,BOLE_006,BOLE,bud_mid,17,64
226.1846846846847,BOLE_007,BOLE,bud_tiny,2,596
30.36036036036036,BOLE_007,BOLE,bud_tiny,3,80
42.08313624678663,BOLE_007,BOLE,bud_mid,3,28
339.487362924282,BOLE_007,BOLE,bud_big,4,156
123.14432989608248,BOLE_007,BOLE,pedicel,5,312
284.60152569442346,BOLE_007,BOLE,flower_petals,5,228
108.55025641025642,BOLE_007,BOLE,finished_flower_stigma,6,308
39.46933650515464,BOLE_007,BOLE,pedicel,6,100
157.84,BOLE_007,BOLE,finished_flower,6,128
35.24358974358975,BOLE_007,BOLE,finished_flower_stigma,7,100
123.3125,BOLE_007,BOLE,finished_flower,7,100
318.55,BOLE_007,BOLE,late_finished_flower,7,184
379.5,BOLE_007,BOLE,late_flower_petals,7,184
11.026415094339622,BOLE_007,BOLE,fruit_young,8,4
120.2375321336761,BOLE_007,BOLE,bud_mid,17,80
38.575410764872515,BOLE_007,BOLE,bud_small,17,48
176.8039660056657,BOLE_008,BOLE,bud_small,3,220
48.095012853470436,BOLE_008,BOLE,bud_mid,4,32
138.93206449814434,BOLE_008,BOLE,pedicel,5,352
269.6224980262959,BOLE_008,BOLE,flower_petals,5,216
110.66487179487181,BOLE_008,BOLE,finished_flower_stigma,6,314
9.472640761237113,BOLE_008,BOLE,pedicel,6,24
236.76,BOLE_008,BOLE,finished_flower,6,192
8.45846153846154,BOLE_008,BOLE,finished_flower_stigma,7,24
1.518018018018018,BOLE_008,BOLE,bud_tiny,7,4
29.595,BOLE_008,BOLE,finished_flower,7,24
277,BOLE_008,BOLE,late_finished_flower,7,160
330,BOLE_008,BOLE,late_flower_petals,7,160
5.513207547169811,BOLE_008,BOLE,fruit_young,8,2
206.925,BOLE_008,BOLE,seed,10,36
222.68571428571425,BOLE_008,BOLE,seed_pod,10,36
173.58934844192635,BOLE_008,BOLE,bud_small,15,216
15.18018018018018,BOLE_008,BOLE,bud_tiny,17,40
15.18018018018018,BOLE_801,BOLE,bud_tiny,2,40
16.073087818696884,BOLE_801,BOLE,bud_small,3,20
6.0118766066838045,BOLE_801,BOLE,bud_mid,4,4
78.34323759791124,BOLE_801,BOLE,bud_big,5,36
42.62688342556701,BOLE_801,BOLE,pedicel,6,108
